target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,da_cue,da_target,da_word_combo_related,da_word_combo_unrelated,da_cue_word_related,da_cue_word_unrelated
fjerde,648.170379640203,772.120536854954,-0.360522699925083,0.0504918559788573,49.3558595503798,42.1838770491591,0.128885912636358,0.11972862615505,57,125,1,3,54,95,54,112,0,2,1,0.848214285714286,58,127,0,1,52,108,54,114,0,0,0.962962962962963,0.947368421052632,54,95,123.950157214751,0.411014555903941,da,third,fourth,tredje,fjerde,tredjefjerde,forandringfjerde,tredje,forandring
fjern,571.284075739805,685.148921063973,-0.556033957644547,-0.227177650665918,20.9597100892602,45.7568614053833,0.0742106590820159,0.149785114442962,73,51,0,0,66,38,68,40,0,0,0.970588235294118,0.95,73,51,0,0,62,37,68,40,0,0,0.911764705882353,0.925,66,38,113.864845324168,0.328856306978629,da,near,far,nær,fjern,nærfjern,romfjern,nær,rom
fjerne,621.021347821445,606.482240736813,-0.378535076494383,-0.419201555828634,33.1743908553048,23.4455514201436,0.102489082132979,0.0867500499961751,51,58,0,0,46,54,47,55,0,0,0.978723404255319,0.981818181818182,51,58,0,0,44,47,47,55,0,0,0.936170212765957,0.854545454545454,46,54,-14.5391070846323,-0.0406664793342512,da,eliminate,remove,bortskaffe,fjerne,bortskaffefjerne,bifjerne,bortskaffe,bi
fjernsyn,563.015693884491,611.403207539568,-0.567315213633307,-0.377782836037487,25.1277237497209,41.1380676499948,0.0686449588077842,0.158819307814753,51,56,0,1,49,53,49,53,0,1,1,1,51,56,0,1,49,51,49,53,0,1,1,0.962264150943396,49,53,48.3875136550774,0.18953237759582,da,radio,television,radio,fjernsyn,radiofjernsyn,tilflugtsstedfjernsyn,radio,tilflugtssted
flamme,594.875541316395,718.141679608141,-0.529963521697619,-0.0155872338073073,34.7480150215233,45.9796120538296,0.0923479213887684,0.170298272742458,56,60,1,1,46,54,47,56,0,0,0.978723404255319,0.964285714285714,56,60,1,1,45,44,47,56,0,0,0.957446808510638,0.785714285714286,46,54,123.266138291747,0.514376287890311,da,fire,flame,ild,flamme,ildflamme,limonadeflamme,ild,limonade
flaske,526.87871697734,632.725925931319,-0.649896956093135,-0.367147526169442,19.4210281678447,36.4520789338178,0.0589618114988384,0.079815221682251,60,62,0,0,54,54,54,54,0,0,1,1,60,62,0,0,52,24,54,54,0,0,0.962962962962963,0.444444444444444,53,54,105.847208953979,0.282749429923693,da,glass,bottle,glas,flaske,glasflaske,pingflaske,glas,ping
flygtning,597.420235298375,601.902160715441,-0.407413133485224,-0.350015115680352,25.2257024506052,21.7143042606733,0.0862748560379911,0.0819041376547747,53,57,0,0,51,56,51,56,0,0,1,1,53,57,0,0,50,56,51,56,0,0,0.980392156862745,1,51,56,4.48192541706533,0.0573980178048718,da,refugee,fugitive,undslippe,flygtning,undslippeflygtning,krudtflygtning,undslippe,krudt
flyve,519.539188671287,588.233473681798,-0.73701242798882,-0.527408825872765,16.7329592693974,31.5125233097355,0.0567820336455824,0.0936702925515405,58,87,1,1,53,76,53,76,0,1,1,1,59,87,0,1,53,74,53,76,0,1,1,0.973684210526316,53,76,68.6942850105103,0.209603602116055,da,land,fly,lande,flyve,landeflyve,strømflyve,lande,strøm
flyvning,673.248529430914,727.054666662746,-0.171818457465938,-0.121661869947004,45.9435479123886,38.835977793173,0.171705404081875,0.104162642393682,57,82,1,1,51,75,54,75,1,0,0.944444444444444,1,57,83,1,0,46,74,54,75,1,0,0.851851851851852,0.986666666666667,51,75,53.8061372318315,0.0501565875189346,da,landing,flight,landing,flyvning,landingflyvning,opnåflyvning,landing,opnå
flåde,594.28084782475,588.434549018309,-0.535783081646311,-0.527668348945934,31.1558900315173,23.3683242852949,0.0746944581911058,0.0628704154189641,50,57,2,0,46,51,46,52,2,0,1,0.980769230769231,51,57,1,0,40,51,47,52,1,0,0.851063829787234,0.980769230769231,46,51,-5.8462988064415,0.00811473270037644,da,marine,navy,marine,flåde,marineflåde,skatflåde,marine,skat
flåde.1,648.408947357388,621.831311473789,-0.369486723899781,-0.293334516717155,30.2374237818041,24.2596332085781,0.0808067680710084,0.0902150655301523,65,71,0,0,57,61,58,65,0,0,0.982758620689655,0.938461538461538,63,71,2,0,24,63,57,65,1,0,0.421052631578947,0.969230769230769,57,61,-26.5776358835986,0.076152207182626,da,naval,fleet,maritim,flåde,maritimflåde,togflåde,maritim,tog
fløjte,603.740380003403,621.403888902098,-0.397990810007288,-0.415305764443702,33.1443758925591,30.8447874907512,0.109321418092409,0.0809304557919593,54,86,4,2,50,72,51,76,2,1,0.980392156862745,0.947368421052632,54,86,4,2,48,75,51,76,2,1,0.941176470588235,0.986842105263158,50,72,17.6635088986943,-0.0173149544364143,da,horn,whistle,horn,fløjte,hornfløjte,universfløjte,horn,univers
fodbold,599.380279992134,600.193196717854,-0.576379004764806,-0.504367610438249,34.5441038824422,30.4259563531778,0.0796920420780008,0.0719564724442503,56,71,0,0,50,61,50,61,0,0,1,1,56,71,0,0,48,55,50,61,0,0,0.96,0.901639344262295,50,61,0.812916725720129,0.0720113943265563,da,basketball,football,basketbold,fodbold,basketboldfodbold,gravefodbold,basketbold,grave
forbedring,645.717755119664,849.528355563254,-0.282805473973835,0.193979464188442,23.5092304452722,61.7724431061766,0.0707813003939249,0.142457555822913,50,52,0,1,49,45,49,46,0,1,1,0.978260869565217,50,52,0,1,48,36,49,46,0,1,0.979591836734694,0.782608695652174,49,45,203.81060044359,0.476784938162277,da,change,improvement,forandring,forbedring,forandringforbedring,rodeoforbedring,forandring,rodeo
forberede,683.623279992154,810.038999998761,-0.208607058470964,0.326960846330888,49.4263456302571,38.8267241831303,0.115172581395002,0.128036861044315,55,54,0,0,50,52,51,52,0,0,0.980392156862745,1,55,54,0,0,49,50,51,52,0,0,0.96078431372549,0.961538461538462,50,52,126.415720006608,0.535567904801852,da,ready,prepare,parat,forberede,paratforberede,postforberede,parat,post
forbindelse,602.788978276786,630.483759263012,-0.497727756747891,-0.332990929008624,23.0076745835758,20.1040424870587,0.0461893229923383,0.0698015892925246,54,59,0,0,46,55,46,56,0,0,1,0.982142857142857,54,59,0,0,46,55,46,56,0,0,1,0.982142857142857,46,54,27.6947809862261,0.164736827739267,da,contact,connection,kontakt,forbindelse,kontaktforbindelse,toiletforbindelse,kontakt,toilet
forblive,574.516219983355,621.74377612784,-0.556716011239089,-0.403916818626558,17.6054229702703,25.4232906136263,0.0624701499943661,0.0800890415062465,52,74,0,0,50,67,51,68,0,0,0.980392156862745,0.985294117647059,52,74,0,0,51,66,51,68,0,0,1,0.970588235294118,50,67,47.2275561444847,0.152799192612532,da,stay,remain,bliv,forblive,blivforblive,gyldenforblive,bliv,gylden
forbrydelse,734.842660004261,881.082589290363,0.12337573061287,0.320190819573208,56.3354859677801,60.766868139908,0.193122498719278,0.192721247583765,54,58,0,2,50,56,50,56,0,1,1,1,54,59,0,1,49,36,50,57,0,0,0.98,0.631578947368421,50,56,146.239929286102,0.196815088960338,da,sin,crime,synd,forbrydelse,syndforbrydelse,moderigtigforbrydelse,synd,moderigtig
forbyde,585.828679993059,647.089153839134,-0.482009133299985,-0.273503829724099,22.5619183844022,30.3273370271771,0.083977512002603,0.0999995437350702,56,53,3,1,50,52,50,52,0,1,1,1,56,53,3,1,50,51,50,52,0,1,1,0.980769230769231,50,52,61.2604738460748,0.208505303575885,da,forbidden,prohibit,forbudt,forbyde,forbudtforbyde,fokusereforbyde,forbudt,fokusere
foredrag,656.914312502017,645.875622228687,-0.25487242631532,-0.213356898187416,47.188826891905,30.8128169527867,0.119232592264455,0.103535570199339,51,51,0,0,48,45,48,48,0,0,1,0.9375,50,51,1,0,43,35,47,48,1,0,0.914893617021277,0.729166666666667,48,45,-11.03869027333,0.041515528127904,da,seminar,lecture,seminar,foredrag,seminarforedrag,ubekvemforedrag,seminar,ubekvem
forestilling,676.595396232267,685.868551018537,-0.176327398916379,-0.10824435185095,31.1156668437797,33.9421163875678,0.0871306886635462,0.0942200244811483,57,54,0,1,53,49,53,49,0,0,1,1,57,55,0,0,52,47,53,49,0,0,0.981132075471698,0.959183673469388,53,49,9.27315478626952,0.068083047065429,da,show,performance,show,forestilling,showforestilling,racistforestilling,show,racist
forfatning,697.649310341411,664.259744000524,-0.0856725566761065,-0.190845836560354,34.4217702013023,24.8771722204562,0.10177682937256,0.0927656948938476,68,56,1,1,59,50,60,51,0,0,0.983333333333333,0.980392156862745,68,56,1,1,58,51,60,51,0,0,0.966666666666667,1,58,50,-33.3895663408872,-0.105173279884248,da,law,constitution,lov,forfatning,lovforfatning,stillehavetforfatning,lov,stillehavet
forfatter,551.532779659404,627.399131147416,-0.577266576616257,-0.384791327945064,19.8493214437706,46.6861757024302,0.062083509194088,0.126683936266553,68,67,1,1,59,61,59,62,0,1,1,0.983870967741935,69,68,0,0,58,63,59,63,0,0,0.983050847457627,1,59,61,75.8663514880117,0.192475248671193,da,poet,writer,digter,forfatter,digterforfatter,læbeforfatter,digter,læbe
forfriske,738.399152533684,708.347586970165,0.00112447254536606,-0.109746766779528,33.5965929361775,24.5214709550957,0.121177575517546,0.0839327692436115,69,53,1,1,59,46,62,47,1,0,0.951612903225806,0.978723404255319,68,53,2,1,59,45,61,47,2,0,0.967213114754098,0.957446808510638,59,46,-30.0515655635191,-0.110871239324894,da,fresh,refresh,frisk,forfriske,friskforfriske,risikabelforfriske,frisk,risikabel
fornærme,741.701540003076,701.719139549923,-0.024271712803371,-0.0652824573082213,38.4704589848694,28.1267982005012,0.106085376118112,0.112816147621436,60,56,1,0,50,43,52,45,1,0,0.961538461538462,0.955555555555556,60,56,1,0,49,43,52,45,1,0,0.942307692307692,0.955555555555556,50,43,-39.9824004531531,-0.0410107445048503,da,insult,offend,håne,fornærme,hånefornærme,førstfornærme,håne,først
forretning,702.328719992668,661.73311320705,-0.209929990859303,-0.235713643524501,35.4314956539672,33.9119836066302,0.0915378641525435,0.082401118541486,114,60,2,0,100,54,101,54,0,0,0.99009900990099,1,113,60,3,0,99,50,101,54,0,0,0.98019801980198,0.925925925925926,100,53,-40.5956067856175,-0.0257836526651976,da,shop,store,butik,forretning,butikforretning,fjolsforretning,butik,fjols
forretning.1,619.255632658128,784.163616284175,-0.375160543292074,0.0493585726895394,23.4593057317174,32.6658592977846,0.0766317930588526,0.0842858025781366,51,100,0,1,49,86,49,86,0,1,1,1,51,101,0,0,46,83,49,87,0,0,0.938775510204082,0.954022988505747,49,86,164.907983626047,0.424519115981613,da,industry,business,industri,forretning,industriforretning,gudforretning,industri,gud
forræder,674.726750002928,762.865153853021,-0.22787903833644,0.121959239803645,36.0447398452437,37.2136757589774,0.103230491829451,0.123541097933935,54,72,2,1,48,65,51,66,2,1,0.941176470588235,0.984848484848485,55,71,1,2,50,55,52,66,1,1,0.961538461538462,0.833333333333333,48,65,88.1384038500937,0.349838278140084,da,spy,traitor,spion,forræder,spionforræder,reklameringforræder,spion,reklamering
forskellig,633.366384602302,665.349116290581,-0.262750994371123,-0.163466663592178,39.2838224809149,33.836367395776,0.115874812797556,0.105886753166398,60,52,1,0,52,43,54,43,1,0,0.962962962962963,1,61,52,0,0,50,43,55,43,0,0,0.909090909090909,1,52,43,31.9827316882794,0.0992843307789446,da,similar,different,lignende,forskellig,lignendeforskellig,paratforskellig,lignende,parat
forskrække,744.963981490239,880.016279064212,-0.0124736568826103,0.429696357883942,54.7400591006383,57.3192568524182,0.164065460174819,0.146579327311595,56,51,0,0,54,43,54,45,0,0,1,0.955555555555556,55,51,1,0,53,39,53,45,1,0,1,0.866666666666667,54,43,135.052297573973,0.442170014766552,da,scare,frighten,skræmme,forskrække,skræmmeforskrække,invasionforskrække,skræmme,invasion
forstyrre,603.916213337797,695.38330435478,-0.473277620213024,-0.136811387228302,18.6684851686443,35.2892540431877,0.051818360091913,0.107804994189766,86,50,1,0,76,46,77,46,0,0,0.987012987012987,1,86,50,1,0,74,43,77,46,0,0,0.961038961038961,0.934782608695652,75,46,91.467091016983,0.336466232984723,da,interrupt,disturb,afbryde,forstyrre,afbrydeforstyrre,orkanforstyrre,afbryde,orkan
forstå,578.641038462517,529.240719999364,-0.592402426773103,-0.68215203569024,20.1893802022121,19.3192189606576,0.0543626603042126,0.0680700248564909,91,52,0,0,78,50,78,50,0,0,1,1,90,52,1,0,68,49,77,50,1,0,0.883116883116883,0.98,78,50,-49.4003184631524,-0.0897496089171362,da,realize,understand,indse,forstå,indseforstå,ildforstå,indse,ild
forsvare,591.770163628418,577.53911764286,-0.464729404710124,-0.464091159706571,16.972318468893,26.933262710355,0.0531830331970434,0.0832452595922058,59,53,0,0,56,52,56,52,0,0,1,1,59,53,0,0,55,52,56,52,0,0,0.982142857142857,1,55,51,-14.2310459855578,0.00063824500355314,da,protect,defend,beskytte,forsvare,beskytteforsvare,skabelseforsvare,beskytte,skabelse
forsvinden,749.234876932604,783.033444433692,0.0509802907781503,0.12072680330607,41.4219499935487,52.9309272073204,0.114599189281026,0.146822714125444,75,64,1,1,65,54,67,58,1,1,0.970149253731343,0.931034482758621,76,64,0,1,68,49,68,58,0,1,1,0.844827586206897,65,54,33.7985675010883,0.0697465125279194,da,death,disappearance,død,forsvinden,dødforsvinden,endeforsvinden,død,ende
forsyne,714.150301893603,711.050927262003,-0.060486689998783,-0.049753005911327,30.9187236978751,38.8341597640864,0.0973784434607262,0.122781192801873,59,69,2,1,54,56,56,64,0,1,0.964285714285714,0.875,59,70,2,0,50,63,55,65,1,0,0.909090909090909,0.969230769230769,53,55,-3.09937463160009,0.0107336840874561,da,enable,provide,muliggøre,forsyne,muliggøreforsyne,lynforsyne,muliggøre,lyn
forsøg,569.453169786925,558.349807694661,-0.509644773874971,-0.627906413263016,29.7967066748198,19.5717004677807,0.117652399906331,0.0625885850429175,57,55,0,0,53,52,53,52,0,0,1,1,57,55,0,0,52,45,53,52,0,0,0.981132075471698,0.865384615384615,53,52,-11.1033620922642,-0.118261639388045,da,try,attempt,prøve,forsøg,prøveforsøg,anhængerforsøg,prøve,anhænger
fortid,676.318707681392,617.966403850789,-0.205618384941743,-0.413424154085985,30.6415257849216,40.0573622828423,0.0921503260875286,0.110609567257406,75,53,0,1,65,52,65,52,0,1,1,1,74,54,1,0,64,50,65,53,0,0,0.984615384615385,0.943396226415094,65,52,-58.3523038306033,-0.207805769144242,da,future,past,fremtid,fortid,fremtidfortid,genifortid,fremtid,geni
fortælle,524.092794117942,557.739622200724,-0.765117765736689,-0.616381873582341,17.0341680835365,29.4570634388215,0.0437679175922015,0.0666440786188091,54,52,0,0,51,45,51,47,0,0,1,0.957446808510638,54,52,0,0,51,37,51,47,0,0,1,0.787234042553192,51,45,33.6468280827822,0.148735892154348,da,say,tell,sige,fortælle,sigefortælle,dynastifortælle,sige,dynasti
forvente,536.02970587165,591.793651161004,-0.681810833397338,-0.440919061435815,17.6815401398911,28.5287669379751,0.0592761450059458,0.0847344911857342,60,53,0,0,53,44,53,46,0,0,1,0.956521739130435,60,53,0,0,52,44,53,46,0,0,0.981132075471698,0.956521739130435,51,43,55.7639452893535,0.240891771961523,da,wait,expect,vente,forvente,venteforvente,radiusforvente,vente,radius
forvirring,697.136000000378,701.407132355594,-0.151713457841862,-0.136812286102232,49.3084859933645,35.3660600449595,0.167841975847771,0.0979159291422122,50,78,0,2,48,68,48,68,0,2,1,1,50,79,0,1,46,66,48,69,0,1,0.958333333333333,0.956521739130435,48,68,4.27113235521597,0.0149011717396293,da,chaos,confusion,kaos,forvirring,kaosforvirring,kabelforvirring,kaos,kabel
forælder,759.814782598342,763.195195862608,0.0763586394319225,0.051760548483663,70.9720869720544,34.59698430708,0.238221028524091,0.10451578917653,53,128,0,7,46,97,48,109,0,5,0.958333333333333,0.889908256880734,53,133,0,2,48,82,48,113,0,1,1,0.725663716814159,46,97,3.38041326426583,-0.0245980909482595,da,adult,parent,voksen,forælder,voksenforælder,ridseforælder,voksen,ridse
foto,611.208886791076,554.486890086456,-0.433598690164868,-0.627083023533458,22.7647037248468,17.3504274304541,0.0694437868348125,0.0449990549385264,120,103,2,3,106,91,106,91,1,2,1,1,121,104,1,2,106,84,106,92,1,1,1,0.91304347826087,106,91,-56.7219967046195,-0.19348433336859,da,picture,photo,billede,foto,billedefoto,blivfoto,billede,bliv
fotograf,602.578014309422,573.423000007565,-0.466519861669681,-0.487497400663817,37.6961194200182,33.4787947371974,0.13391125533405,0.0897228963459415,58,50,0,0,56,46,56,46,0,0,1,1,58,50,0,0,56,45,56,46,0,0,1,0.978260869565217,56,46,-29.1550143018565,-0.020977538994136,da,autograph,photographer,autograf,fotograf,autograffotograf,musfotograf,autograf,mus
fransk,558.672220330521,617.342722222604,-0.622812946794,-0.262445359116884,24.1782591992007,22.3736059697465,0.072744247024445,0.0896221619195624,64,59,0,0,59,54,59,55,0,0,1,0.981818181818182,64,59,0,0,57,51,59,55,0,0,0.966101694915254,0.927272727272727,59,54,58.6705018920828,0.360367587677115,da,english,french,engelsk,fransk,engelskfransk,højrefransk,engelsk,højre
fravær,598.844044785434,576.579185182843,-0.473978889732871,-0.519537018521642,18.8293833739122,16.6350301533632,0.062752173938898,0.0426956343500589,77,64,1,0,67,55,68,57,1,0,0.985294117647059,0.964912280701754,77,64,1,0,67,52,68,57,1,0,0.985294117647059,0.912280701754386,67,54,-22.2648596025914,-0.045558128788771,da,presence,absence,tilstedeværelse,fravær,tilstedeværelsefravær,dragefravær,tilstedeværelse,drage
fri,536.72476000883,537.745217384106,-0.600182242118937,-0.678974846552877,14.2605018350785,13.3917541805728,0.0530752417549301,0.0429236069015401,53,103,0,2,50,92,50,92,0,1,1,1,52,102,1,3,38,91,49,92,1,1,0.775510204081633,0.989130434782609,50,92,1.02045737527521,-0.0787926044339392,da,freely,free,frit,fri,fritfri,direktørfri,frit,direktør
frivilligt,614.495625027117,649.138301895104,-0.445211424611825,-0.379486954613857,28.993144307989,31.5527969971482,0.0819094906498576,0.0737409798980963,52,58,0,0,48,53,48,53,0,0,1,1,52,57,0,1,48,49,48,52,0,1,1,0.942307692307692,48,53,34.642676867987,0.0657244699979683,da,volunteer,voluntarily,frivillig,frivilligt,frivilligfrivilligt,portalfrivilligt,frivillig,portal
frokost,553.166142855826,548.289309279374,-0.590750712696255,-0.626028856629577,19.5155331978505,14.4062586709631,0.0692846623237934,0.0416546626728449,62,111,0,1,56,97,58,98,0,0,0.96551724137931,0.989795918367347,62,111,0,1,53,80,58,98,0,0,0.913793103448276,0.816326530612245,56,97,-4.87683357645233,-0.0352781439333224,da,snack,lunch,snack,frokost,snackfrokost,radarfrokost,snack,radar
frugt,531.528851081617,574.3580000083,-0.650933345137951,-0.590758962200506,19.5581953489954,41.0513373428931,0.0750701799911097,0.102276384369717,53,51,0,0,47,42,47,43,0,0,1,0.976744186046512,53,51,0,0,46,40,47,43,0,0,0.978723404255319,0.930232558139535,47,41,42.829148926683,0.0601743829374447,da,apple,fruit,æble,frugt,æblefrugt,tilbagevendtfrugt,æble,tilbagevendt
frygt,520.270444438798,567.592381449457,-0.753971824924641,-0.576882411047549,17.6015241910247,21.1544702058777,0.0623513128912099,0.0635779293086067,57,110,0,1,54,97,54,97,0,1,1,1,57,111,0,0,51,97,54,98,0,0,0.944444444444444,0.989795918367347,54,97,47.3219370106593,0.177089413877092,da,horror,fear,rædsel,frygt,rædselfrygt,projektfrygt,rædsel,projekt
frygtelig,552.780039219387,665.407370384143,-0.567566127950264,-0.290938431347052,19.3688610090292,31.130278042138,0.0611466793814419,0.0728062585413195,54,56,1,0,51,54,51,54,0,0,1,1,54,56,1,0,51,53,51,54,0,0,1,0.981481481481482,51,54,112.627331164757,0.276627696603212,da,terrible,horrible,forfærdelig,frygtelig,forfærdeligfrygtelig,vagtfrygtelig,forfærdelig,vagt
fryse,562.134787511452,646.954439993311,-0.615038288613613,-0.22148696285328,28.7857745448534,31.4519765340595,0.0662855761083961,0.103928378433356,90,55,0,1,80,50,81,51,0,0,0.987654320987654,0.980392156862745,90,54,0,2,78,45,81,50,0,1,0.962962962962963,0.9,80,50,84.8196524818591,0.393551325760333,da,melt,freeze,smelte,fryse,smeltefryse,parlamentfryse,smelte,parlament
fugl,517.28859522829,529.634295448012,-0.727970151292783,-0.755123343133181,20.9892892107177,16.9068950068204,0.0739961538888115,0.038284158323148,54,52,0,1,42,44,42,45,0,0,1,0.977777777777778,54,52,0,1,41,43,42,45,0,0,0.976190476190476,0.955555555555556,42,44,12.3457002197217,-0.0271531918403979,da,butterfly,bird,sommerfugl,fugl,sommerfuglfugl,befalingfugl,sommerfugl,befaling
