target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ar_cue,ar_target,ar_word_combo_related,ar_word_combo_unrelated,ar_cue_word_related,ar_cue_word_unrelated
خطر,635.802000121286,638.459999987664,-0.351625865532203,-0.47919056274817,44.2027797113817,68.4085158156741,0.157392025151383,0.344471571807059,14,8,0,0,13,7,13,7,0,0,1,1,14,8,0,0,13,7,13,7,0,0,1,1,13,7,2.65799986637808,-0.127564697215967,ar,risk,danger,مخاطرة,خطر,مخاطرةخطر,ورقخطر,مخاطرة,ورق
خطير,500.568000008934,713.24199996663,-1.26556553071658,-0.283053048854306,,60.306558243486,,0.176901545095512,2,14,0,2,1,11,1,11,0,1,1,1,2,14,0,2,1,11,1,11,0,1,1,1,1,11,212.673999957696,0.98251248186227,ar,risky,dangerous,محفوف بالمخاطر,خطير,محفوف بالمخاطرخطير,طلاقخطير,محفوف بالمخاطر,طلاق
خلاف,429.8694999851,670.078952400186,-1.0192986434386,-0.227455041802243,9.72749999104448,50.5658575303374,0.0257015031312852,0.134226426159336,3,23,0,1,2,21,2,21,0,0,1,1,3,23,0,1,2,20,2,21,0,0,1,0.952380952380952,2,21,240.209452415086,0.791843601636353,ar,conflict,dispute,نزاع,خلاف,نزاعخلاف,عنكبوتخلاف,نزاع,عنكبوت
خليط,618.008249833117,637.018857134344,-0.48803438221705,-0.351726396500571,46.042804971415,14.2802233491114,0.24778999686983,0.0711968142447208,6,9,0,0,4,7,4,8,0,0,1,0.875,6,9,0,0,4,8,4,8,0,0,1,1,4,7,19.0106073012265,0.136307985716479,ar,combination,mixture,مزيج,خليط,مزيجخليط,يمكنخليط,مزيج,يمكن
خنزير,753.632428567,653.161399922544,-0.0687427071858101,-0.515445884887467,137.721478172858,99.41739231946,0.276926160693979,0.311802262841774,11,5,0,1,7,5,8,5,0,0,0.875,1,11,5,0,1,8,5,8,5,0,0,1,1,7,5,-100.471028644456,-0.446703177701657,ar,cow,pig,بقرة,خنزير,بقرةخنزير,بوصلةخنزير,بقرة,بوصلة
خوارق,869.985666693886,998.43530011013,0.387899299971583,0.73416794308057,81.8034216766561,91.0869123007448,0.279029076175908,0.239626633440426,26,12,1,0,15,10,21,11,0,0,0.714285714285714,0.909090909090909,26,12,1,0,20,11,21,11,0,0,0.952380952380952,1,15,10,128.449633416243,0.346268643108987,ar,supernatural,paranormal,خارق للعادة,خوارق,خارق للعادةخوارق,رقمخوارق,خارق للعادة,رقم
خوف,537.836000095354,620.56633333369,-0.742298927367673,-0.605464329408616,45.8597322643434,125.49051752442,0.167983618523286,0.345545316031476,8,10,1,0,6,10,6,10,0,0,1,1,7,10,2,0,5,9,5,10,1,0,1,0.9,5,9,82.7303332383361,0.136834597959057,ar,horror,fear,رعب,خوف,رعبخوف,مشروعخوف,رعب,مشروع
خيار,517.587666600671,530.498333358187,-0.800075082771797,-0.643689564794387,143.101827033376,76.8051666199476,0.353278002235605,0.340521118257577,3,4,0,0,3,3,3,3,0,0,1,1,3,4,0,0,3,3,3,3,0,0,1,1,3,3,12.9106667575156,0.15638551797741,ar,choice,option,اختيار,خيار,اختيارخيار,يحفزخيار,اختيار,يحفز
خيال,620.62128571191,467.619500004453,-0.409098630792564,-0.833472803514227,77.570966301556,116.764500004473,0.226793530518304,0.547016464042611,9,2,1,0,7,2,7,2,0,0,1,1,9,2,1,0,7,2,7,2,0,0,1,1,7,2,-153.001785707457,-0.424374172721663,ar,reality,fantasy,واقع,خيال,واقعخيال,عصابةخيال,واقع,عصابة
خيالي,583.310333190302,565.903727268829,-0.645381043202265,-0.604416698808594,152.84192458319,26.8703252488025,0.310448692758678,0.0663496091076825,3,23,0,1,3,22,3,22,0,0,1,1,3,23,0,1,3,22,3,22,0,0,1,1,3,22,-17.4066059214724,0.0409643443936707,ar,wonderful,fantastic,رائع,خيالي,رائعخيالي,خطوبةخيالي,رائع,خطوبة
خيبة الامل,,1021.60124985546,,0.36492394050594,,380.435309949242,,0.74308378987588,,5,,1,,4,,4,,0,,1,,5,,1,,4,,4,,0,,1,,4,,,ar,surprise,disappointment,مفاجئة,خيبة الامل,مفاجئةخيبة الامل,الشاهدخيبة الامل,مفاجئة,الشاهد
داكن,510.710666669649,925.67366666469,-0.703069745615459,0.142607754674559,106.032710450934,132.276734558685,0.296397074241873,0.488019467012247,3,3,0,0,3,3,3,3,0,0,1,1,3,3,0,0,3,3,3,3,0,0,1,1,3,3,414.962999995041,0.845677500290018,ar,shadow,dark,ظل,داكن,ظلداكن,النصيحةداكن,ظل,النصيحة
دراسة,537.364000011934,616.455000000075,-0.619673772509532,-0.608500102525359,26.5548713866268,,0.152485783463835,,4,3,0,0,4,1,4,2,0,0,1,0.5,4,3,0,0,4,2,4,2,0,0,1,1,4,1,79.0909999881412,0.0111736699841722,ar,research,study,ابحاث,دراسة,ابحاثدراسة,ظلدراسة,ابحاث,ظل
درجة الحرارة,629.446199871228,605.924625005951,-0.632035161148878,-0.33545334563415,95.880070175223,24.344730999249,0.120502790901662,0.0725550017204206,6,11,0,1,5,8,5,8,0,0,1,1,6,11,0,1,5,8,5,8,0,0,1,1,5,8,-23.5215748652769,0.296581815514729,ar,heat,temperature,حرارة,درجة الحرارة,حرارةدرجة الحرارة,تونةدرجة الحرارة,حرارة,تونة
درع,891.347250022144,801.154666666911,0.112740810578317,-0.209864539766721,95.1702299512636,79.2258232563486,0.265700925068244,0.293644934573099,8,6,2,0,8,6,8,6,0,0,1,1,8,6,2,0,0,5,8,6,0,0,0,0.833333333333333,8,6,-90.1925833552331,-0.322605350345037,ar,shield,armor,درقة,درع,درقةدرع,وحشيدرع,درقة,وحشي
دستور,349.450999996974,700.002599983313,-1.12612542084226,-0.504442704031697,,57.780068710098,,0.173542016960549,1,9,0,1,1,5,1,6,0,1,1,0.833333333333333,1,10,0,0,1,6,1,7,0,0,1,0.857142857142857,1,5,350.551599986339,0.621682716810558,ar,law,constitution,قانون,دستور,قانوندستور,المحيط الهادئدستور,قانون,المحيط الهادئ
دقيقة,608.825333285999,480.57799999998,-0.460774793372575,-1.21280318433451,106.883704810705,,0.229438674780361,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,-128.247333286019,-0.752028390961934,ar,second,minute,ثانية,دقيقة,ثانيةدقيقة,صدقةدقيقة,ثانية,صدقة
دكتور جامعى,660.622500002966,953.174333142582,-0.362403880533275,0.0407184181287477,71.790500014904,242.478180297604,0.130241104750949,0.483006243551418,4,3,1,0,2,3,3,3,0,0,0.666666666666667,1,4,3,1,0,3,3,3,3,0,0,1,1,2,3,292.551833139616,0.403122298662022,ar,dean,professor,عميد,دكتور جامعى,عميددكتور جامعى,احترامدكتور جامعى,عميد,احترام
دماغي,642.81554544083,933.989428584946,-0.411749353146988,0.814833605625,36.1554702612071,193.094411477552,0.118860582102439,0.927237961875581,26,8,1,0,22,7,22,7,0,0,1,1,26,8,1,0,22,7,22,7,0,0,1,1,22,7,291.173883144116,1.22658295877199,ar,brain,cerebral,مخ,دماغي,مخدماغي,هوايةدماغي,مخ,هواية
دوره المياه,680.81323078636,639.573549999495,-0.252945282319397,-0.369381800673766,63.9653276505382,59.5879717985953,0.271662231915172,0.14262743618332,13,23,0,1,13,20,13,20,0,0,1,1,13,23,0,1,11,18,13,20,0,0,0.846153846153846,0.9,13,20,-41.2396807868657,-0.116436518354369,ar,shower,bathroom,دش,دوره المياه,دشدوره المياه,نصبدوره المياه,دش,نصب
دورية,833.50099999411,730.417600051267,-0.19978387140243,0.0802247178265622,,22.3242716115079,,0.137431675246517,2,5,0,1,1,5,1,5,0,0,1,1,2,5,0,1,1,4,1,5,0,0,1,0.8,1,5,-103.083399942843,0.280008589228992,ar,guard,patrol,حارس,دورية,حارسدورية,منعطف _ دوردورية,حارس,منعطف _ دور
دولاب,550.712733325384,668.182124989402,-0.599477068068062,-0.272629796871233,29.4548861623177,63.5860468177246,0.112986275402317,0.177911847761028,18,20,0,0,15,16,15,16,0,0,1,1,18,20,0,0,15,16,15,16,0,0,1,1,15,16,117.469391664019,0.32684727119683,ar,cabinet,closet,خزانة,دولاب,خزانةدولاب,فوضى سياسيةدولاب,خزانة,فوضى سياسية
دولار,607.174000091851,893.742833326623,-0.604967205049857,0.544838183332686,1.82599990814902,151.763671392591,0.107772083750729,0.522244540053193,3,8,0,1,2,6,3,7,0,0,0.666666666666667,0.857142857142857,3,8,0,1,2,7,3,7,0,0,0.666666666666667,1,2,6,286.568833234772,1.14980538838254,ar,pound,dollar,جنيه,دولار,جنيهدولار,مؤلفدولار,جنيه,مؤلف
دير,674.411500000481,408.324000000022,-0.15331235001358,-1.18425246998812,188.92556968908,,0.882717499784634,,11,3,1,0,4,1,9,3,0,0,0.444444444444444,0.333333333333333,11,3,1,0,9,3,9,3,0,0,1,1,4,1,-266.087500000459,-1.03094011997454,ar,orphanage,convent,دار الأيتام,دير,دار الأيتامدير,كذبدير,دار الأيتام,كذب
ديسمبر,607.409857131503,,-0.449846608879515,,61.5618497858611,,0.266589893548866,,31,,1,,21,,24,,0,,0.875,,29,,3,,19,,23,,1,,0.826086956521739,,21,,,,ar,november,december,نوفمبر,ديسمبر,نوفمبرديسمبر,"",نوفمبر,""
ديك رومى,835.421800037299,1071.83335713825,-0.0372643941924969,0.860361834028255,118.701382864242,109.50317338891,0.341005459229786,0.375910554059516,6,16,0,0,5,14,5,14,0,0,1,1,6,16,0,0,5,12,5,14,0,0,1,0.857142857142857,5,14,236.411557100955,0.897626228220752,ar,chicken,turkey,دجاج,ديك رومى,دجاجديك رومى,فخرديك رومى,دجاج,فخر
ديمقراطية,,715.896666632797,,0.182809539958193,,37.4927269904489,,0.162171658822764,,18,,1,,15,,16,,0,,0.9375,,18,,1,,15,,16,,0,,0.9375,,15,,,ar,freedom,democracy,الحريه,ديمقراطية,الحريهديمقراطية,صديقديمقراطية,الحريه,صديق
ديناميت,919.220999985118,884.508999904618,1.09248588778993,0.260715588018203,172.138892500192,,1.02367692746899,,10,1,1,1,6,1,7,1,0,0,0.857142857142857,1,10,1,1,1,7,1,7,1,0,0,1,1,6,1,-34.7120000805,-0.831770299771725,ar,gunpowder,dynamite,البارود,ديناميت,البارودديناميت,فرصةديناميت,البارود,فرصة
ذئب,629.603136366413,650.430666718301,-0.419750245174158,-0.546085656343557,37.6166916909518,84.5569371009626,0.111618121958596,0.313853607959588,28,6,2,0,22,6,23,6,0,0,0.956521739130435,1,28,6,2,0,23,6,23,6,0,0,1,1,22,6,20.8275303518882,-0.126335411169399,ar,bear,wolf,دب,ذئب,دبذئب,متأخرذئب,دب,متأخر
ذراع,,801.178642860737,,-0.0140737332261426,,103.341388470756,,0.269913289617315,,16,,1,,14,,14,,0,,1,,16,,1,,13,,14,,0,,0.928571428571429,,14,,,ar,hand,arm,يد,ذراع,يدذراع,أبديذراع,يد,أبدي
ذريعة,646.71550002318,908.698333362138,-0.380415191334068,0.494274484010898,53.5286708317316,289.308121765762,0.287826253576813,1.03152653405489,7,3,2,0,4,3,5,3,0,0,0.8,1,7,3,2,0,4,3,5,3,0,0,0.8,1,4,3,261.982833338958,0.874689675344966,ar,motive,alibi,الدافع,ذريعة,الدافعذريعة,غير منطقىذريعة,الدافع,غير منطقى
ذكي,580.813333398934,703.209888888212,-0.69809806536672,-0.182894039829416,61.8073278663896,115.806763626691,0.340995802151952,0.384097406484336,3,10,0,0,3,9,3,9,0,0,1,1,3,10,0,0,2,9,3,9,0,0,0.666666666666667,1,3,9,122.396555489278,0.515204025537304,ar,smart,intelligent,فطن,ذكي,فطنذكي,عروسةذكي,فطن,عروسة
ذو قيمة,676.242208361312,1062.99366662345,-0.201230464984904,0.831701308046997,43.7118856137528,237.966852670164,0.171280470251839,0.66654557569909,25,11,1,0,24,9,24,9,0,0,1,1,25,11,1,0,24,7,24,9,0,0,1,0.777777777777778,24,9,386.751458262136,1.0329317730319,ar,deserve,worthy,استحق,ذو قيمة,استحقذو قيمة,الكرنفالذو قيمة,استحق,الكرنفال
رؤية,511.68066666869,470.702666667639,-0.640129534796519,-0.642213469712229,76.4424108319874,36.1987936303762,0.156644276158517,0.0945793597047664,3,4,0,0,3,3,3,3,0,0,1,1,3,4,0,0,3,3,3,3,0,0,1,1,3,3,-40.978000001051,-0.00208393491570991,ar,revelation,vision,وحي,رؤية,وحيرؤية,كلمةرؤية,وحي,كلمة
رئيس,622.185200018902,541.151900003082,-0.422679015039394,-0.742404862187239,140.57006764208,24.2585387389354,0.463717095269216,0.10326741115909,6,10,1,0,5,10,5,10,0,0,1,1,7,10,0,0,5,10,5,10,0,0,1,1,5,10,-81.0333000158196,-0.319725847147846,ar,manager,boss,مدير,رئيس,مديررئيس,عرضرئيس,مدير,عرض
رئيس.1,615.149999800313,521.806499999898,-0.549223315783489,-0.74512747638733,62.3260001817835,27.4655057575494,0.259841550786151,0.0981766369214456,2,20,0,1,2,20,2,20,0,0,1,1,2,20,0,1,2,20,2,20,0,0,1,1,2,20,-93.3434998004142,-0.195904160603841,ar,chancellor,president,مستشار,رئيس,مستشاررئيس,يحتويرئيس,مستشار,يحتوي
رائحة,1101.24700000597,576.652454545981,1.17979440205926,-0.827448695010599,,43.7004906992287,,0.113437527101357,2,12,3,0,1,11,1,11,0,0,1,1,2,12,3,0,1,9,1,11,0,0,1,0.818181818181818,1,11,-524.594545459989,-2.00724309706985,ar,taste,smell,المذاق,رائحة,المذاقرائحة,ظلمرائحة,المذاق,ظلم
رائع,535.14756522251,634.259923051362,-0.67345712875067,-0.52218288459741,26.9985291963296,46.7127237913206,0.0939278945984395,0.142690040425162,28,15,1,0,23,13,23,14,0,0,1,0.928571428571429,27,15,2,0,22,14,22,14,1,0,1,1,23,13,99.1123578288525,0.15127424415326,ar,excellent,great,ممتاز,رائع,ممتازرائع,طريقرائع,ممتاز,طريق
رائع.1,,791.371999964234,,0.0656189087724868,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,ar,impressive,amazing,مبهر,رائع,مبهررائع,كوكب المريخرائع,مبهر,كوكب المريخ
رابعا,1955.9049999881,858.300500001062,4.0579881810491,0.244441615093446,,455.300500001178,,1.7165477689775,1,3,1,2,1,2,1,2,0,0,1,1,1,3,1,2,1,2,1,2,0,0,1,1,1,2,-1097.60449998704,-3.81354656595566,ar,third,fourth,الثالث,رابعا,الثالثرابعا,تغييررابعا,الثالث,تغيير
راتب,780.244000012346,608.655789473946,0.314083760913683,-0.54814757217824,110.762999988452,37.8916541616588,0.0566420947175474,0.117498768899868,2,22,0,0,2,19,2,19,0,0,1,1,2,22,0,0,1,19,2,19,0,0,0.5,1,2,19,-171.5882105384,-0.862231333091923,ar,pension,salary,راتب تقاعد,راتب,راتب تقاعدراتب,علاج نفسيراتب,راتب تقاعد,علاج نفسي
راقي,578.339222213286,715.460428584766,-0.558167157874266,-0.287576426746901,39.4888854196181,42.822981166659,0.138573447530784,0.0952569198377387,11,8,0,0,9,7,9,7,0,0,1,1,11,8,0,0,9,0,9,7,0,0,1,0,9,7,137.121206371481,0.270590731127365,ar,fashionable,elegant,أنيق,راقي,أنيقراقي,مينغراقي,أنيق,مينغ
ربع,,684.266666666139,,-0.120170327130625,,58.4410698944464,,0.241896327829199,,17,,1,,15,,15,,1,,1,,18,,0,,15,,16,,0,,0.9375,,15,,,ar,half,quarter,نصف,ربع,نصفربع,شكربع,نصف,شك
رحمة,,702.555999974357,,-0.343277323506914,,117.780139118082,,0.324469724658483,,6,,0,,6,,6,,0,,1,,6,,0,,6,,6,,0,,1,,6,,,ar,forgiveness,mercy,مغفرة,رحمة,مغفرةرحمة,نقطةرحمة,مغفرة,نقطة
رخيص,747.48225001304,,0.0188913060305282,,106.201611110713,,0.301115126079175,,8,,0,,8,,8,,0,,1,,8,,0,,8,,8,,0,,1,,8,,,,ar,expensive,cheap,غالي الثمن,رخيص,غالي الثمنرخيص,مكتبةرخيص,غالي الثمن,مكتبة
رسالة,540.804399995261,795.208249998883,-1.00273079334001,-0.205179880629024,66.9819388704973,128.203806171254,0.248920308519473,0.392580237292862,5,4,0,0,5,4,5,4,0,0,1,1,5,4,0,0,5,4,5,4,0,0,1,1,5,4,254.403850003622,0.797550912710985,ar,telegram,letter,برقية,رسالة,برقيةرسالة,فقررسالة,برقية,فقر
رسالة.1,501.595999970188,468.123000023945,-0.941309638202486,-1.1593796703507,26.6180000179155,38.436000023794,0.0409402745596933,0.229279220995374,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,-33.4729999462435,-0.218070032148214,ar,warning,message,تحذير,رسالة,تحذيررسالة,يمسكرسالة,تحذير,يمسك
رسام,554.893178591846,,-0.667126938294707,,34.4017297313422,,0.085588511214636,,32,,2,,28,,28,,0,,1,,32,,2,,28,,28,,0,,1,,28,,,,ar,artist,painter,فنان,رسام,فنانرسام,قاسرسام,فنان,قاس
رشفة,662.952666853555,,-0.392858726436165,,31.906484960624,,0.173522670810385,,4,,0,,3,,3,,0,,1,,4,,0,,3,,3,,0,,1,,3,,,,ar,drop,sip,قطرة,رشفة,قطرةرشفة,ناقدرشفة,قطرة,ناقد
رصاصة,631.235000011744,832.780250001859,-0.334184080380972,0.115302153903592,145.752999987919,136.913061672313,0.204620771894466,0.326829150721834,2,19,0,1,2,16,2,16,0,0,1,1,2,19,0,1,2,16,2,16,0,0,1,1,2,16,201.545249990115,0.449486234284564,ar,caliber,bullet,عيار,رصاصة,عياررصاصة,يعُدّرصاصة,عيار,يعُدّ
رعاة البقر,660.825636319742,874.573333230044,-0.203174556199038,0.508873763487414,57.7805745392146,158.056326152614,0.203749623744656,0.747396268473349,12,3,0,0,11,3,11,3,0,0,1,1,12,3,0,0,11,3,11,3,0,0,1,1,11,3,213.747696910302,0.712048319686452,ar,rodeo,cowboy,مسابقة رعاة البقر,رعاة البقر,مسابقة رعاة البقررعاة البقر,الحريررعاة البقر,مسابقة رعاة البقر,الحرير
رعد,527.658000040156,525.455666668636,-0.863316106789275,-0.803899475058709,50.7805586105579,55.1534175014735,0.176645092584008,0.267153435473656,10,3,0,0,10,3,10,3,0,0,1,1,10,3,0,0,10,3,10,3,0,0,1,1,10,3,-2.20233337152047,0.0594166317305658,ar,lightning,thunder,برق,رعد,برقرعد,مقرفرعد,برق,مقرف
رقبة,470.963666789855,602.320272729703,-0.98797406347102,-0.557494012578251,25.1433925267603,45.956015913586,0.226285045927885,0.096365844852075,4,17,1,0,3,11,3,12,0,0,1,0.916666666666667,4,17,1,0,3,11,3,12,0,0,1,0.916666666666667,3,11,131.356605939848,0.430480050892769,ar,throat,neck,حلق,رقبة,حلقرقبة,أدخلرقبة,حلق,أدخل
رقص,592.315666688832,501.964500000031,-0.6700430507438,-0.652983357991879,64.8842785118612,61.50450000001,0.227879879939616,0.130892472600843,10,3,0,0,9,2,9,2,0,0,1,1,10,3,0,0,9,2,9,2,0,0,1,1,9,2,-90.3511666888012,0.0170596927519213,ar,dancer,dance,راقص,رقص,راقصرقص,محاميرقص,راقص,محامي
ركبة,601.73074999926,523.842333389708,-0.570893572699944,-0.697615557606296,20.151370007616,24.6780541428034,0.209250835777333,0.129017870790734,4,8,0,1,4,6,4,6,0,0,1,1,4,7,0,2,4,6,4,6,0,0,1,1,4,6,-77.888416609552,-0.126721984906352,ar,shoulder,knee,كتف,ركبة,كتفركبة,ساذجركبة,كتف,ساذج
ركوب,614.52900002324,661.491000092394,-0.634852544914994,-0.540484709606901,49.713433869122,84.2805935648742,0.153780339844295,0.201677370432676,12,6,2,0,10,6,11,6,1,0,0.909090909090909,1,12,6,2,0,10,5,11,6,1,0,0.909090909090909,0.833333333333333,10,6,46.9620000691539,0.0943678353080928,ar,drive,ride,يقود,ركوب,يقودركوب,رقاقةركوب,يقود,رقاقة
رمز,783.834636337826,641.514199996079,-0.118304048130038,-0.36939810917433,87.7516249363881,48.8038115434187,0.230732789674437,0.151936666302628,15,25,0,2,12,20,13,21,0,0,0.923076923076923,0.952380952380952,15,26,0,1,9,17,13,21,0,0,0.692307692307692,0.80952380952381,11,20,-142.320436341747,-0.251094061044292,ar,flag,symbol,عَلَم,رمز,عَلَمرمز,ليلرمز,عَلَم,ليل
رمل,487.656714279055,667.192333327354,-1.08506169904643,-0.0631205574670674,59.3338116626364,150.220025975218,0.212273760201467,0.474200246137398,8,4,0,0,7,3,7,3,0,0,1,1,8,4,0,0,7,3,7,3,0,0,1,1,7,3,179.5356190483,1.02194114157937,ar,mud,sand,طين,رمل,طينرمل,ذريرمل,طين,ذري
روما,637.850000017134,675.846625126651,-0.572988621011412,-0.34026438442273,59.0049712641393,44.9340404841734,0.155377599367147,0.174234536837274,5,8,0,0,4,8,4,8,0,0,1,1,5,8,0,0,3,7,4,8,0,0,0.75,0.875,4,8,37.9966251095174,0.232724236588683,ar,caesar,rome,قيصر,روما,قيصرروما,مفجرروما,قيصر,مفجر
رومانسي,563.477000047686,678.015470561196,-0.698103415297885,-0.227637665192143,32.9630000477195,71.9025969284254,0.100782463535824,0.243878670009666,2,18,0,2,2,17,2,17,0,0,1,1,2,19,0,1,1,17,2,17,0,0,0.5,1,2,17,114.538470513511,0.470465750105742,ar,dramatic,romantic,درامي,رومانسي,دراميرومانسي,صنعرومانسي,درامي,صنع
ريادي,895.825833222252,742.434500012183,-0.018279143527345,-0.0474059088683572,47.3033038838184,59.4473458479785,0.210636494631491,0.197761927872372,6,24,0,1,6,10,6,22,0,0,1,0.454545454545455,6,24,0,1,6,16,6,22,0,0,1,0.727272727272727,6,10,-153.391333210069,-0.0291267653410122,ar,millionaire,entrepreneur,مليونير,ريادي,مليونيرريادي,شنقريادي,مليونير,شنق
رياضة,810.614999990469,,-0.0738387824270934,,270.483351199793,,1.05271489408746,,6,,0,,5,,5,,0,,1,,6,,0,,5,,5,,0,,1,,5,,,,ar,hobby,sport,هواية,رياضة,هوايةرياضة,تطوعرياضة,هواية,تطوع
زبدة,515.355666662702,596.681499952276,-0.76951180355105,-0.406892728722216,58.3919552068375,53.9874999523745,0.0222359232969229,0.153301662114458,4,4,0,0,3,2,3,2,0,0,1,1,4,4,0,0,3,2,3,2,0,0,1,1,3,2,81.3258332895732,0.362619074828833,ar,honey,butter,عسل,زبدة,عسلزبدة,بحثزبدة,عسل,بحث
