target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,el_cue,el_target,el_word_combo
ξαδερφη,795.152088243402,813.645142854208,0.375113458611188,0.416861420228445,45.9635774548042,55.8881880608311,0.196627753364973,0.185471074630362,50,50,2,2,34,35,48,50,2,1,0.708333333333333,0.7,51,51,1,1,49,49,49,51,1,0,1,0.96078431372549,34,35,18.4930546108059,0.0417479616172571,el,relative,cousin,συγγενής,ξαδερφη,συγγενήςξαδερφη
ξοδεύω,634.616318175307,691.583437456857,-0.30171131095758,-0.11839005227951,40.2422051091281,40.4192151025568,0.140166826173893,0.14193696075881,50,54,2,0,44,48,44,48,1,0,1,1,50,54,2,0,40,48,44,48,1,0,0.909090909090909,1,44,48,56.9671192815495,0.18332125867807,el,waste,spend,απόβλητα,ξοδεύω,απόβληταξοδεύω
οδηγός,544.060519199209,534.006382952177,-0.52364547438513,-0.645051858540827,19.8606060225352,16.8856696980576,0.0841483914914863,0.0566307736661345,53,53,0,1,52,47,52,49,0,1,1,0.959183673469388,53,53,0,1,52,47,52,49,0,1,1,0.959183673469388,52,47,-10.0541362470319,-0.121406384155697,el,passenger,driver,επιβάτης,οδηγός,επιβάτηςοδηγός
οθόνη,597.097714326482,521.644739985106,-0.536287111956226,-0.69268486302179,26.6951673590924,21.0933101410012,0.0816366528884653,0.0726100478600932,54,52,0,0,49,50,51,51,0,0,0.96078431372549,0.980392156862745,54,52,0,0,32,50,51,51,0,0,0.627450980392157,0.980392156862745,49,50,-75.4529743413765,-0.156397751065564,el,screen,monitor,παραβάν,οθόνη,παραβάνοθόνη
οικείος,748.735333293786,639.486117647521,-0.0504076673913063,-0.274629582911927,47.4030102024342,22.2208824554718,0.166242991689008,0.081836531007449,52,53,1,0,45,51,48,51,1,0,0.9375,1,52,53,1,0,48,50,48,51,1,0,1,0.980392156862745,45,51,-109.249215646265,-0.224221915520621,el,personal,intimate,προσωπικός,οικείος,προσωπικόςοικείος
οικειοθελώς,830.160291679028,917.952952394506,0.437657838391345,0.695643447009986,46.4168794359252,60.7845708465126,0.157221260556104,0.164021337744219,51,52,0,0,48,42,49,50,0,0,0.979591836734694,0.84,51,52,0,0,49,47,49,50,0,0,1,0.94,48,42,87.7926607154776,0.257985608618641,el,volunteer,voluntarily,εθελοντής,οικειοθελώς,εθελοντήςοικειοθελώς
οικογένεια,544.821180019902,599.529510632147,-0.627663495661759,-0.438733493797753,20.3922698480946,34.6257533258017,0.0858783576636372,0.116618113304669,53,50,0,0,50,47,50,48,0,0,1,0.979166666666667,53,50,0,0,48,48,50,48,0,0,0.96,1,50,47,54.7083306122443,0.188930001864006,el,clan,family,φυλή,οικογένεια,φυλήοικογένεια
οκτώβριος,678.963812532044,696.350695650027,-0.198349078365273,-0.0914448466220789,47.4191578914543,52.0009664474218,0.139773043715747,0.153580565880424,52,51,0,0,48,46,50,46,0,0,0.96,1,52,51,0,0,46,44,50,46,0,0,0.92,0.956521739130435,48,46,17.3868831179835,0.106904231743194,el,september,october,σεπτέμβριος,οκτώβριος,σεπτέμβριοςοκτώβριος
ομάδα,569.06130001185,619.565354165034,-0.53141733654675,-0.414189695273759,22.9559278516282,47.394341487556,0.0677450841633313,0.158563991232514,51,51,1,0,50,48,50,49,0,0,1,0.979591836734694,51,51,1,0,50,49,50,49,0,0,1,1,50,48,50.5040541531837,0.117227641272991,el,gang,group,συμμορία,ομάδα,συμμορίαομάδα
ομάδα.1,553.705499990683,580.79124998404,-0.552893605028771,-0.58775063781847,18.1238726939396,30.1529991189727,0.0718045399406732,0.0889019576267896,52,51,0,0,48,48,49,48,0,0,0.979591836734694,1,52,51,0,0,49,47,49,48,0,0,1,0.979166666666667,48,48,27.0857499933563,-0.0348570327896988,el,league,team,σύνδεσμος,ομάδα,σύνδεσμοςομάδα
ομίχλη,669.631632648882,596.506583414945,-0.237266643293403,-0.50597317459705,44.9481011975045,26.1749299705518,0.129366694438606,0.0770358715815664,52,51,1,0,49,48,50,50,0,0,0.98,0.96,52,51,1,0,49,49,50,50,0,0,0.98,0.98,49,48,-73.1250492339368,-0.268706531303647,el,cloud,fog,σύννεφο,ομίχλη,σύννεφοομίχλη
ομορφιά,597.312977772426,662.545787236916,-0.502643780495383,-0.13584677646805,38.4297132534405,33.6121113831535,0.117768570218721,0.146272749166183,51,53,1,0,45,47,45,49,1,0,1,0.959183673469388,51,52,1,1,44,45,45,48,1,1,0.977777777777778,0.9375,45,47,65.2328094644905,0.366797004027334,el,charm,beauty,γοητεία,ομορφιά,γοητείαομορφιά
ομοσπονδία,770.01798000751,766.508042542812,0.202739253560134,0.199656094958379,49.9152447506722,37.1188732756046,0.138702036742046,0.133097954866782,55,51,1,0,50,47,51,47,1,0,0.980392156862745,1,56,51,0,0,51,45,52,47,0,0,0.980769230769231,0.957446808510638,50,47,-3.5099374646976,-0.00308315860175526,el,colony,federation,αποικία,ομοσπονδία,αποικίαομοσπονδία
οξυγόνο,577.120884616767,650.082124995628,-0.490801954385516,-0.272530813820292,17.7850517622272,33.2170269707871,0.0791148346047232,0.0965059014048717,55,51,0,0,52,48,52,48,0,0,1,1,55,49,0,2,52,37,52,46,0,2,1,0.804347826086957,52,48,72.9612403788608,0.218271140565225,el,air,oxygen,αέρας,οξυγόνο,αέραςοξυγόνο
οργή,579.365059996295,645.137489793411,-0.535659888802557,-0.354690210269016,28.6693563099524,34.7335633024984,0.126441752241948,0.115433831958242,53,52,2,0,50,49,51,49,0,0,0.980392156862745,1,53,52,2,0,51,47,51,49,0,0,1,0.959183673469388,50,49,65.7724297971163,0.180969678533542,el,anger,rage,θυμός,οργή,θυμόςοργή
οργανώνω,597.100063832817,637.75004080749,-0.425963634482043,-0.209705621286002,18.858297954766,24.1747803294916,0.0635471557182222,0.107693075828422,52,54,1,0,47,49,48,50,0,0,0.979166666666667,0.98,52,54,1,0,48,42,48,50,0,0,1,0.84,47,49,40.649976974673,0.216258013196041,el,arrange,organize,κανονίζω,οργανώνω,κανονίζωοργανώνω
ορισμός,641.532777761684,640.469352948087,-0.338408532958532,-0.363299673839069,46.9212901999831,36.4605846760213,0.153529320698101,0.108310677399741,51,54,0,0,45,51,48,53,0,0,0.9375,0.962264150943396,51,54,0,0,47,49,48,53,0,0,0.979166666666667,0.924528301886792,45,51,-1.06342481359684,-0.0248911408805367,el,concept,definition,έννοια,ορισμός,έννοιαορισμός
ουλή,636.267276590094,716.856897959363,-0.327098080337568,-0.0389439106629702,28.4959215241382,28.0477308464291,0.0783712426186221,0.0959146257276699,51,51,0,2,47,49,48,50,0,1,0.979166666666667,0.98,51,51,0,2,47,49,48,50,0,1,0.979166666666667,0.98,47,49,80.5896213692688,0.288154169674598,el,tattoo,scar,τατουάζ,ουλή,τατουάζουλή
ουράνιος,672.945666666529,628.703530621368,-0.106625850255241,-0.237440751232482,34.7954038727026,29.7712665481571,0.120003454192258,0.124859591006794,53,51,0,0,51,49,51,49,0,0,1,1,53,51,0,0,50,49,51,49,0,0,0.980392156862745,1,51,49,-44.2421360451609,-0.130814900977241,el,sky,heavenly,ουρανός,ουράνιος,ουρανόςουράνιος
ούρο,613.614022219384,799.033921073063,-0.347403957332254,0.367800536635278,25.0481479789029,74.3480152923548,0.106412094174998,0.283080417451902,52,55,1,0,45,38,50,52,0,0,0.9,0.730769230769231,52,54,1,1,50,12,50,51,0,1,1,0.235294117647059,45,38,185.419898853679,0.715204493967531,el,blood,urine,αίμα,ούρο,αίμαούρο
πάθος,564.389933403334,556.428540003279,-0.666281848137621,-0.645171107464251,19.570762034177,22.0856187646552,0.0586604072160826,0.0792470559486338,51,52,0,0,45,50,45,51,0,0,1,0.980392156862745,51,52,0,0,45,50,45,51,0,0,1,0.980392156862745,45,50,-7.96139340005561,0.0211107406733698,el,enthusiasm,passion,ενθουσιασμός,πάθος,ενθουσιασμόςπάθος
πάλη,557.251891361357,685.233279990729,-0.599074472244082,-0.230850095964122,21.5917100494981,42.2699143559095,0.0771461140008826,0.139593433616077,50,53,1,1,46,50,46,50,1,0,1,1,51,53,0,1,45,49,47,50,0,0,0.957446808510638,0.98,46,50,127.981388629372,0.36822437627996,el,combat,fight,μάχη,πάλη,μάχηπάλη
πάντα,540.079326059071,560.207568586472,-0.652146993099884,-0.611954130096537,21.2357898440126,38.5849642623875,0.0879029587868934,0.127087783794394,51,53,0,0,46,51,47,51,0,0,0.978723404255319,1,51,53,0,0,47,50,47,51,0,0,1,0.980392156862745,46,51,20.1282425274017,0.0401928630033476,el,never,ever,ποτέ,πάντα,ποτέπάντα
πάνω,485.993839984651,558.449294119159,-0.911652298612619,-0.673750142993873,11.70796356723,37.4327083434997,0.0530959280211412,0.0836190180674215,51,54,0,0,50,51,50,52,0,0,1,0.980769230769231,51,54,0,0,48,51,50,52,0,0,0.96,0.980769230769231,50,51,72.4554541345077,0.237902155618746,el,down,up,κάτω,πάνω,κάτωπάνω
πάπια,574.915862752136,709.556938773368,-0.586590942365955,-0.0142744067258878,23.6420781703742,40.6553289473201,0.0906213523173385,0.165126755451707,56,51,2,1,51,49,51,50,0,0,1,0.98,56,52,2,0,50,48,51,50,0,0,0.980392156862745,0.96,51,49,134.641076021233,0.572316535640067,el,goose,duck,χήνα,πάπια,χήναπάπια
πάρτυ,624.053365351126,543.440723448946,-0.454028056877624,-0.579660071541152,32.7651285787016,24.692653585947,0.0935998180555394,0.0950860826252812,54,51,0,0,52,47,52,47,0,0,1,1,53,51,1,0,43,38,51,47,1,0,0.843137254901961,0.808510638297872,52,47,-80.6126419021799,-0.125632014663528,el,reception,party,ρεσεψιόν,πάρτυ,ρεσεψιόνπάρτυ
πάτος ,631.923375078203,630.126081629403,-0.252523884925297,-0.287989216822917,31.2959884864674,30.2100260798817,0.111928281231538,0.126209561056047,51,51,0,0,48,49,48,49,0,0,1,1,51,50,0,1,45,47,48,48,0,1,0.9375,0.979166666666667,48,49,-1.79729344880002,-0.0354653318976203,el,top,bottom,κορυφή,πάτος ,κορυφήπάτος 
πέος,623.55980000022,701.905812499526,-0.384434923816498,-0.00870766175264551,25.5015558365416,28.4582814896304,0.0809456721481995,0.114843991448434,52,50,0,1,50,48,51,48,0,1,0.980392156862745,1,52,51,0,0,51,49,51,49,0,0,1,1,50,48,78.3460124993061,0.375727262063852,el,vagina,penis,κόλπος,πέος,κόλποςπέος
πέτρα,542.410346159942,553.659163267348,-0.708937283212058,-0.622274303253652,20.0688929417393,25.2244050043449,0.0645592509922158,0.0715357798613682,55,50,1,1,52,49,52,50,0,1,1,0.98,55,50,1,1,52,49,52,50,0,1,1,0.98,52,49,11.2488171074061,0.0866629799584064,el,rock,stone,βράχος,πέτρα,βράχοςπέτρα
πίεση,598.863775534219,595.619811332374,-0.364732143302462,-0.496867832345202,28.6664540000293,18.1016673860578,0.0942556571105303,0.0700078430839304,51,55,0,0,49,53,49,53,0,0,1,1,51,55,0,0,47,47,49,53,0,0,0.959183673469388,0.886792452830189,49,53,-3.24396420184439,-0.132135689042739,el,pulse,pressure,σφυγμός,πίεση,σφυγμόςπίεση
πίστη,515.56050910493,509.738124972391,-0.81141156899116,-0.716074839255109,16.4543650393597,14.4765859636024,0.0503169416941885,0.0618686830167083,56,51,2,0,55,48,55,48,2,0,1,1,58,51,0,0,57,47,57,48,0,0,1,0.979166666666667,55,48,-5.82238413253958,0.0953367297360516,el,hope,faith,ελπίδα,πίστη,ελπίδαπίστη
παίχτης,592.514760001015,602.216383007653,-0.441685703852732,-0.353693895593962,22.6104058140501,30.5024214903589,0.0900523971052356,0.102633993033095,52,53,0,0,50,47,51,48,0,0,0.980392156862745,0.979166666666667,52,53,0,0,50,46,51,48,0,0,0.980392156862745,0.958333333333333,50,47,9.70162300663799,0.0879918082587704,el,coach,player,προπονητής,παίχτης,προπονητήςπαίχτης
παγκόσμια,583.409936183943,609.823448962998,-0.501492908822228,-0.428692746674835,22.6354585124179,22.318822526634,0.0721101253228404,0.0743332890825193,52,51,0,0,47,49,50,50,0,0,0.94,0.98,52,51,0,0,47,49,50,50,0,0,0.94,0.98,47,49,26.4135127790553,0.0728001621473924,el,national,global,εθνικός,παγκόσμια,εθνικόςπαγκόσμια
παγώνω,603.170562493707,618.259795917768,-0.533104288498357,-0.302799839767054,36.2582618453827,19.5075356726723,0.107914403948925,0.0757972838380676,52,52,0,0,48,49,49,49,0,0,0.979591836734694,1,52,52,0,0,48,48,49,49,0,0,0.979591836734694,0.979591836734694,48,49,15.0892334240606,0.230304448731303,el,melt,freeze,λιώνω,παγώνω,λιώνωπαγώνω
παιδί,578.922166644679,572.079854179379,-0.547524253482347,-0.612194165183242,34.0402806572461,23.9137107048572,0.129996965628614,0.0833350159856637,51,50,0,0,48,48,48,48,0,0,1,1,51,50,0,0,47,48,48,48,0,0,0.979166666666667,1,48,48,-6.84231246529964,-0.064669911700895,el,baby,child,μωρό,παιδί,μωρόπαιδί
παιδική ηλικία,783.419571419503,812.911104178643,0.238410382830019,0.349110729261696,50.6373911791567,52.5291116701504,0.171300397575293,0.210768791554718,54,51,0,0,49,48,49,48,0,0,1,1,54,50,0,1,47,47,49,47,0,1,0.959183673469388,1,49,48,29.49153275914,0.110700346431677,el,youth,childhood,νεολαία,παιδική ηλικία,νεολαίαπαιδική ηλικία
παιχνίδι,564.51122447047,609.083333330516,-0.605864870188146,-0.428587194108624,30.3066481200491,24.8551869428584,0.0876526402917036,0.0922979126670192,50,51,0,0,49,45,49,45,0,0,1,1,50,51,0,0,46,27,49,45,0,0,0.938775510204082,0.6,49,45,44.5721088600463,0.177277676079522,el,doll,toy,κούκλα,παιχνίδι,κούκλαπαιχνίδι
παιχνίδι.1,557.367187473971,593.066999954155,-0.572920317432863,-0.448976336327479,29.8238390613451,28.0789494470414,0.118397878592495,0.109503329561298,51,51,0,0,48,48,49,49,0,0,0.979591836734694,0.979591836734694,51,51,0,0,48,47,49,49,0,0,0.979591836734694,0.959183673469388,48,48,35.6998124801838,0.123943981105384,el,play,game,παίζω,παιχνίδι,παίζωπαιχνίδι
πακέτο,594.346187501162,567.934326942107,-0.442897645258947,-0.583282290677103,31.0162518602806,20.8800263158759,0.144660091275204,0.0772096180790151,51,54,0,2,48,52,48,53,0,1,1,0.981132075471698,51,55,0,1,48,54,48,54,0,0,1,1,48,52,-26.4118605590547,-0.140384645418155,el,envelope,package,φάκελος,πακέτο,φάκελοςπακέτο
πανεπιστήμιο,605.211042562384,660.843955490611,-0.443986291307665,-0.230530538307862,20.1018827836454,37.2139399009939,0.065973913693001,0.120038526300889,51,52,1,1,47,45,47,45,0,1,1,1,51,52,1,1,44,43,47,45,0,1,0.936170212765957,0.955555555555556,47,45,55.6329129282271,0.213455752999803,el,college,university,κολλέγιο,πανεπιστήμιο,κολλέγιοπανεπιστήμιο
πανοπλία,660.328893597361,747.302347838596,-0.180183079329863,-0.00190004568354352,27.0232428064862,28.7375032258345,0.094789323863102,0.101474919225005,52,53,0,1,47,46,50,51,0,1,0.94,0.901960784313726,52,54,0,0,50,51,50,52,0,0,1,0.980769230769231,47,46,86.9734542412347,0.178283033646319,el,shield,armor,ασπίδα,πανοπλία,ασπίδαπανοπλία
πανοπλία.1,679.05043471398,690.283066663918,-0.21857601052697,0.0918149611182669,28.3172562662166,29.2463165074807,0.0801974416626268,0.112233739898552,51,50,0,2,46,45,48,48,0,1,0.958333333333333,0.9375,50,52,1,0,42,47,48,49,0,0,0.875,0.959183673469388,46,45,11.2326319499376,0.310390971645237,el,arsenal,armory,οπλοστάσιο,πανοπλία,οπλοστάσιοπανοπλία
παντρεμένος,611.899571420209,673.768369590388,-0.443992294364171,-0.216697572511357,26.9833249613011,39.5713773227038,0.0777747556220738,0.100342418764427,53,51,2,0,49,46,49,47,0,0,1,0.978723404255319,53,51,2,0,46,31,48,47,1,0,0.958333333333333,0.659574468085106,49,46,61.8687981701787,0.227294721852814,el,single,married,ανύπαντρος ,παντρεμένος,ανύπαντρος παντρεμένος
παπάς,633.19591487734,646.577599996183,-0.32453733101916,-0.149698838506672,29.4359737579004,31.501587386983,0.10213989003324,0.145014902626025,51,52,1,2,47,46,49,49,1,1,0.959183673469388,0.938775510204082,52,52,0,2,47,49,50,49,0,1,0.94,1,47,45,13.3816851188424,0.174838492512487,el,monk,priest,καλόγερος,παπάς,καλόγεροςπαπάς
παπούτσι,600.650803940502,722.257489357333,-0.435261744945666,-0.134700971706921,26.5881769920356,53.8749045903303,0.0749002568950486,0.16195171222236,52,55,1,0,51,47,51,49,0,0,1,0.959183673469388,51,55,2,0,46,47,50,49,1,0,0.92,0.959183673469388,51,47,121.606685416831,0.300560773238745,el,boot,shoe,μπότα,παπούτσι,μπόταπαπούτσι
παράγραφος,631.564829785678,665.281407418159,-0.405218853120209,-0.277288566413486,22.4348182789066,35.3556465683082,0.0742400779873068,0.0818139215120367,50,57,1,0,47,54,48,54,1,0,0.979166666666667,1,50,57,1,0,47,52,48,54,1,0,0.979166666666667,0.962962962962963,47,54,33.7165776324812,0.127930286706724,el,section,paragraph,ενότητα,παράγραφος,ενότηταπαράγραφος
παράγω,611.678639997427,725.744744655153,-0.340006897730802,0.10578783518559,26.4161997099107,57.085813194417,0.0974427414135298,0.18587012127993,52,51,2,0,50,47,50,49,0,0,1,0.959183673469388,52,50,2,1,49,46,50,48,0,1,0.98,0.958333333333333,50,47,114.066104657727,0.445794732916392,el,create,produce,δημιουργώ,παράγω,δημιουργώπαράγω
παράλογος,618.661333338689,631.015249981825,-0.430200308251968,-0.381060480412417,23.4049236080459,33.054334344874,0.0787580024680715,0.089128885777975,52,58,1,0,48,52,48,52,0,0,1,1,52,57,1,1,45,51,48,52,0,0,0.9375,0.980769230769231,48,52,12.353916643136,0.0491398278395513,el,ridiculous,absurd,γελοίος,παράλογος,γελοίοςπαράλογος
παράξενος,666.235730767828,595.12191669452,-0.251677744219786,-0.451841578768987,32.7842281163629,20.9439816872082,0.106343117848622,0.0749215188938407,52,51,1,0,52,48,52,48,1,0,1,1,51,51,2,0,40,47,51,48,2,0,0.784313725490196,0.979166666666667,52,48,-71.1138140733076,-0.200163834549201,el,unusual,strange,ασυνήθης,παράξενος,ασυνήθηςπαράξενος
παραίσθηση,679.552083316522,719.093333322383,-0.200073499965598,-0.0405636573102717,26.5780025264874,46.3594797089024,0.0770330620956226,0.118587831327737,52,54,1,2,48,48,48,50,0,1,1,0.96,52,54,1,2,47,49,48,50,0,1,0.979166666666667,0.98,48,48,39.5412500058608,0.159509842655326,el,illusion,hallucination,ψευδαίσθηση,παραίσθηση,ψευδαίσθησηπαραίσθηση
παραγωγή,675.795612234149,593.027300018687,-0.196489260075389,-0.445764366033581,37.7864274408624,26.3870046625402,0.114438043579701,0.0669369218303201,52,52,0,0,49,50,49,51,0,0,1,0.980392156862745,52,52,0,0,48,45,49,51,0,0,0.979591836734694,0.88235294117647,49,50,-82.7683122154621,-0.249275105958192,el,factory,production,εργοστάσιο,παραγωγή,εργοστάσιοπαραγωγή
