target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,he_cue,he_target,he_word_combo
מלך,428.795166692651,591.490023844367,-0.729702539267882,-0.0719656423437531,18.5295430768018,54.385076773362,0.0854636397796595,0.255845050913124,22,50,1,1,18,43,18,44,0,0,1,0.977272727272727,21,50,2,1,16,36,17,44,1,0,0.941176470588235,0.818181818181818,18,42,162.694857151716,0.657736896924129,he,queen,king,מלכה,מלך,מלכהמלך
מלצרית,493.706714290776,587.949333342042,-0.485533954743255,-0.204275761613893,35.9379782817494,43.8764571785253,0.175888895469448,0.180692148550036,17,29,0,1,14,24,15,24,0,0,0.933333333333333,1,17,29,0,1,12,24,15,24,0,0,0.8,1,14,24,94.2426190512658,0.281258193129362,he,waiter,waitress,מלצר,מלצרית,מלצרמלצרית
ממונה,741.353161288253,635.480499993189,0.377932823779042,0.0473389267936898,88.4814855848481,35.1076511215461,0.278973394600791,0.154940682078319,35,39,1,3,32,30,33,33,0,0,0.96969696969697,0.909090909090909,35,39,1,3,32,31,33,33,0,0,0.96969696969697,0.93939393939394,31,30,-105.872661295064,-0.330593896985352,he,inspector,commissioner,מפקח,ממונה,מפקחממונה
ממחטה,578.546923066503,628.606421061372,-0.2173060975927,0.11493044239431,39.5986775169417,26.7789368559897,0.186629070195135,0.121767309828662,15,20,2,1,13,19,14,19,0,0,0.928571428571429,1,15,20,2,1,12,18,14,19,0,0,0.857142857142857,0.947368421052632,13,19,50.0594979948689,0.33223653998701,he,cloth,handkerchief,בד,ממחטה,בדממחטה
ממשלה,453.27119997993,475.775525032516,-0.521765518895447,-0.61830658772252,43.7186880632095,22.4317719006113,0.332898262078438,0.0852794662213529,18,45,1,2,15,40,16,40,0,0,0.9375,1,18,45,1,2,16,22,16,40,0,0,1,0.55,15,40,22.5043250525864,-0.0965410688270734,he,administration,government,מנהל,ממשלה,מנהלממשלה
מנהיג,433.036375002794,516.902419391412,-0.794926654284048,-0.459987613590601,25.9848680569175,32.9998770229504,0.08705703972521,0.109258437191652,10,35,0,2,8,31,8,31,0,0,1,1,10,35,0,2,8,30,8,31,0,0,1,0.967741935483871,8,31,83.8660443886184,0.334939040693447,he,member,leader,חבר,מנהיג,חברמנהיג
מנהל,448.24583328169,555.462142821393,-0.700641389116475,-0.240228550132155,55.1430799592419,89.6755305496389,0.233765808111907,0.327766179783967,6,9,1,0,6,7,6,8,1,0,1,0.875,6,9,1,0,6,8,6,8,1,0,1,1,6,7,107.216309539704,0.46041283898432,he,producer,director,יצרן,מנהל,יצרןמנהל
מנהרה,532.45354547703,476.890166680072,-0.220247252720421,-0.581975722348526,28.3384967129789,20.8418335769995,0.162621959232015,0.102191058605172,18,8,2,0,11,6,12,7,0,0,0.916666666666667,0.857142857142857,18,8,2,0,11,7,12,7,0,0,0.916666666666667,1,11,6,-55.563378796958,-0.361728469628105,he,bridge,tunnel,גשר,מנהרה,גשרמנהרה
מנוע,500.63033333234,599.415199940319,-0.455438631126663,-0.171304128553978,23.0177528468318,66.7204490966993,0.109088709539814,0.190150664430271,12,22,0,0,12,20,12,20,0,0,1,1,12,22,0,0,12,20,12,20,0,0,1,1,12,20,98.7848666079785,0.284134502572685,he,tank,engine,טנק,מנוע,טנקמנוע
מנזר,711.231090967485,684.623352916605,0.398563646662795,0.269578797070216,57.0627609648144,27.046550519718,0.207097350789607,0.131240441132491,30,18,2,1,23,17,26,18,0,0,0.884615384615385,0.944444444444444,30,18,2,1,23,18,26,18,0,0,0.884615384615385,1,22,17,-26.60773805088,-0.128984849592579,he,orphanage,convent,בית יתומים,מנזר,בית יתומיםמנזר
מנזר.1,510.186214263244,674.431750101328,-0.492932291904929,0.91963105821577,28.2795458057762,118.244165388182,0.12382718950531,0.73623050748925,15,4,1,0,14,4,14,4,0,0,1,1,15,4,1,0,13,4,14,4,0,0,0.928571428571429,1,14,4,164.245535838084,1.4125633501207,he,temple,monastery,מקדש,מנזר,מקדשמנזר
מנעול,495.629687493849,495.462937495158,-0.425374360690796,-0.413367129558928,21.6545872281791,28.0685624061958,0.115397833001774,0.16055774753249,18,19,1,1,16,16,17,17,0,0,0.941176470588235,0.941176470588235,18,18,1,2,15,16,17,16,0,1,0.88235294117647,1,16,16,-0.166749998690761,0.0120072311318679,he,key,lock,מפתח,מנעול,מפתחמנעול
מנצח,532.734555530499,472.410333363753,-0.397255389214304,-0.583348642940853,49.0890737420929,31.3423902964319,0.191394754194903,0.0935186234588148,31,9,1,0,27,9,27,9,0,0,1,1,31,9,1,0,27,8,27,9,0,0,1,0.888888888888889,27,9,-60.3242221667454,-0.186093253726549,he,loser,winner,מפסיד,מנצח,מפסידמנצח
מסוכן,483.955153846146,461.998681778084,-0.521232562616069,-0.687833130274637,25.3184120772316,30.5879002557726,0.11351852537242,0.106828526669304,13,25,1,0,13,23,13,24,0,0,1,0.958333333333333,13,25,1,0,13,22,13,24,0,0,1,0.916666666666667,13,22,-21.9564720680619,-0.166600567658568,he,risky,dangerous,לא בטוח,מסוכן,לא בטוחמסוכן
מסוק,511.131703682179,607.602931802566,-0.459291912543525,-0.0489543933641655,23.1641900994132,38.3570360818494,0.0808936726686586,0.139865736949694,28,51,0,1,27,44,28,46,0,0,0.964285714285714,0.956521739130435,28,51,0,1,25,42,28,46,0,0,0.892857142857143,0.91304347826087,27,44,96.4712281203873,0.41033751917936,he,ambulance,helicopter,אמבולנס,מסוק,אמבולנסמסוק
מסורתי,513.41224999188,425.231599961844,-0.471862104838311,-0.76295802184032,24.2149583663945,75.7254265516178,0.0912609000856106,0.313243611651296,50,6,3,0,44,5,44,5,0,0,1,1,50,6,3,0,41,4,44,5,0,0,0.931818181818182,0.8,44,5,-88.180650030036,-0.291095917002009,he,modern,traditional,מודרני,מסורתי,מודרנימסורתי
מסיבה,404.480333317149,590.322833174413,-0.898058108097159,-0.318657169936865,32.5433629799064,101.26510069478,0.210504118264907,0.374721392254994,4,7,0,0,3,6,3,7,0,0,1,0.857142857142857,4,7,0,0,3,3,3,7,0,0,1,0.428571428571429,3,6,185.842499857264,0.579400938160294,he,reception,party,קבלת פנים,מסיבה,קבלת פניםמסיבה
מסירות,639.132666669937,481.611658529823,-0.216541944028248,-0.55055994846563,156.442145699646,18.4727225346057,0.468380312076163,0.0766847265190975,16,47,4,2,15,41,16,42,0,0,0.9375,0.976190476190476,16,47,4,2,14,41,15,42,1,0,0.933333333333333,0.976190476190476,15,41,-157.521008140114,-0.334018004437381,he,fidelity,devotion,נאמנות,מסירות,נאמנותמסירות
מסלול,476.000500035734,493.265916666673,-0.589896462283136,-0.506948940890191,78.2112647006648,28.4617710117191,0.329715815536608,0.0801800487723099,4,13,1,1,4,12,4,12,0,0,1,1,4,13,1,1,4,10,4,12,0,0,1,0.833333333333333,4,12,17.2654166309393,0.0829475213929444,he,planet,orbit,כוכב לכת,מסלול,כוכב לכתמסלול
מסמך,,594.301341484831,,-0.0479195776062907,,34.6503183646924,,0.131282104795412,,49,,2,,41,,42,,0,,0.976190476190476,,49,,2,,35,,42,,0,,0.833333333333333,,41,,,he,file,document,קובץ,מסמך,קובץמסמך
מסעדה,477.466285743246,606.755000005654,-0.598392235163397,0.0205486165340233,19.9788267996206,33.6564613848576,0.0925384971327292,0.156172136020415,32,30,1,3,28,24,28,24,0,0,1,1,32,30,1,3,26,15,28,24,0,0,0.928571428571429,0.625,28,24,129.288714262407,0.61894085169742,he,pub,restaurant,פאב,מסעדה,פאבמסעדה
מספק,484.058699973233,590.412333294519,-0.606962765488216,-0.0907255963261273,35.2420708245553,63.6975606691301,0.138376537732168,0.270326830678033,24,24,0,3,20,21,20,22,0,1,1,0.954545454545455,24,24,0,3,19,21,20,22,0,1,0.95,0.954545454545455,20,21,106.353633321286,0.516237169162088,he,enough,sufficient,מספיק,מספק,מספיקמספק
מסתורין,520.774933338957,544.658538489972,-0.419221420251535,-0.351818940353542,25.5319373603196,38.1142813152535,0.110538625555753,0.107974411038788,16,16,0,0,15,13,16,14,0,0,0.9375,0.928571428571429,16,16,0,0,15,14,16,14,0,0,0.9375,1,15,13,23.8836051510152,0.067402479897993,he,secret,mystery,סוד,מסתורין,סודמסתורין
מעורר רחמים,592.533899996411,600.505857083273,-0.0590697658270556,-0.144788079455385,28.6018164390947,39.1850762629036,0.115925131421455,0.115300695859409,14,8,0,1,10,7,10,7,0,0,1,1,14,8,0,1,10,7,10,7,0,0,1,1,10,7,7.97195708686206,-0.0857183136283294,he,miserable,pathetic,אומלל,מעורר רחמים,אומללמעורר רחמים
מעיד,659.496823526902,596.14037496086,0.366679035082501,-0.308150145682732,49.0802852663877,89.0952867364767,0.230336330565092,0.256024309723072,19,9,2,2,17,8,18,9,1,0,0.944444444444444,0.888888888888889,20,9,1,2,17,9,19,9,0,0,0.894736842105263,1,17,8,-63.3564485660415,-0.674829180765233,he,point,indicate,טיעון,מעיד,טיעוןמעיד
מעיל,485.619214280608,482.82500003578,-0.564183018103506,-0.52885835383775,33.1665530497816,92.4341111952576,0.183410456822027,0.452185320028412,20,6,1,0,14,4,15,4,0,0,0.933333333333333,1,20,6,1,0,15,3,15,4,0,0,1,0.75,14,4,-2.79421424482797,0.0353246642657555,he,shirt,jacket,חולצה,מעיל,חולצהמעיל
מעניין,562.61233329633,489.303266691736,-0.0832454305248603,-0.588714828982771,75.2612131493156,32.7588402723995,0.420773064056447,0.118692308745174,13,34,2,3,12,30,12,31,1,0,1,0.967741935483871,12,34,3,3,12,30,12,31,1,0,1,0.967741935483871,12,30,-73.3090666045933,-0.505469398457911,he,exciting,interesting,מרגש,מעניין,מרגשמעניין
מערבי,540.048727273814,621.232250005967,-0.380572193391898,0.03829932605271,66.3496447079344,31.0475515828554,0.202776416021267,0.264437754601214,16,5,2,1,11,5,12,5,0,0,0.916666666666667,1,16,5,2,1,10,5,12,5,0,0,0.833333333333333,1,11,4,81.1835227321532,0.418871519444608,he,southern,western,דרומי,מערבי,דרומימערבי
מערכת,441.417399961851,499.797149971098,-0.845959868406323,-0.413534034073304,75.8515932948565,22.8936428224608,0.30115233272923,0.104110239665449,6,22,0,0,5,20,5,20,0,0,1,1,6,22,0,0,4,18,5,20,0,0,0.8,0.9,5,20,58.3797500092478,0.432425834333019,he,network,system,רשת,מערכת,רשתמערכת
מפה,539.62088883735,575.971818143202,-0.412896680049462,-0.0435480031707699,30.3358403293715,67.9628153386667,0.0915322312883484,0.346081847228426,32,12,2,3,27,11,28,11,0,1,0.964285714285714,1,32,12,2,3,20,11,28,11,0,1,0.714285714285714,1,27,11,36.3509293058521,0.369348676878692,he,compass,map,מצפן,מפה,מצפןמפה
מפורסם,557.466133330765,496.121181808444,-0.224524418750563,-0.62106252400355,64.5472697397458,48.6023478674858,0.249121765540082,0.160306970339819,17,11,0,0,15,11,15,11,0,0,1,1,17,11,0,0,14,11,15,11,0,0,0.933333333333333,1,15,11,-61.3449515223208,-0.396538105252987,he,popular,famous,פופולרי,מפורסם,פופולרימפורסם
מפקדה,526.251374992834,612.014200008334,-0.337305457154075,-0.126509436923015,19.2827742341411,101.889827389328,0.091871340046681,0.333845426333199,28,13,0,1,24,10,25,10,0,0,0.96,1,28,13,0,1,23,7,25,10,0,0,0.92,0.7,24,10,85.7628250155002,0.21079602023106,he,base,headquarters,בסיס,מפקדה,בסיסמפקדה
מפרש,548.30480005822,546.618888902471,-0.26814371176913,0.0257254572255528,51.4736263271764,62.9664212134862,0.144557869685947,0.404780372379222,17,11,1,0,15,9,15,9,0,0,1,1,17,11,1,0,12,9,15,9,0,0,0.8,1,15,9,-1.68591115574918,0.293869168994682,he,anchor,sail,עוגן,מפרש,עוגןמפרש
מצחיק,553.175249982116,550.340047605684,-0.383335512527552,-0.245313777022693,52.7960575871097,72.7099454628766,0.266312049683988,0.30398536379421,5,26,0,3,4,21,4,22,0,0,1,0.954545454545455,5,26,0,3,3,20,4,22,0,0,0.75,0.909090909090909,4,21,-2.83520237643199,0.138021735504859,he,witty,funny,שנון,מצחיק,שנוןמצחיק
מציאותי,516.985470504692,517.335344820456,-0.422282811938196,-0.377227654849454,61.9537953438113,33.7602339950266,0.212802934993902,0.158891002872926,21,33,1,4,17,29,17,30,0,0,1,0.966666666666667,21,33,1,4,15,29,17,30,0,0,0.88235294117647,0.966666666666667,17,29,0.349874315764396,0.0450551570887427,he,optimistic,realistic,אופטימי,מציאותי,אופטימימציאותי
מצמרר,510.637375009515,819.322999979621,-0.492884388696343,1.03319003613352,51.8212150046962,144.799831880261,0.176267532892143,0.779756001814262,8,11,1,1,8,9,8,11,1,0,1,0.818181818181818,8,10,1,2,7,9,8,10,1,1,0.875,0.9,8,9,308.685624970106,1.52607442482986,he,scary,creepy,מפחיד,מצמרר,מפחידמצמרר
מקומי,475.842071486907,437.323088208465,-0.574630724374116,-0.782728029937845,36.766025812962,22.0585497634643,0.122997484089258,0.0794463956710048,18,38,0,2,14,35,14,35,0,0,1,1,18,38,0,2,12,35,14,35,0,0,0.857142857142857,1,14,34,-38.5189832784422,-0.208097305563729,he,regional,local,אזורי,מקומי,אזורימקומי
מקלט,495.532780486708,481.35222205433,-0.475578404879302,-0.70514270577084,27.8322671404607,50.0848466789714,0.157674000872488,0.162422646567925,51,10,4,0,41,9,42,9,0,0,0.976190476190476,1,52,10,3,0,31,9,42,9,0,0,0.738095238095238,1,41,9,-14.1805584323776,-0.229564300891538,he,refuge,shelter,מפלט,מקלט,מפלטמקלט
מקסים,496.687260818751,513.845666613787,-0.505866336592953,-0.504190109199932,36.4478823878135,37.2951439473638,0.161979621181062,0.125624971449017,30,17,3,0,23,15,24,15,0,0,0.958333333333333,1,30,17,3,0,20,14,24,15,0,0,0.833333333333333,0.933333333333333,23,15,17.1584057950354,0.00167622739302087,he,attractive,charming,מושך,מקסים,מושךמקסים
מקסימום,424.4727499765,549.922181864753,-0.895331030344927,-0.299730425035171,63.2341375675427,34.3642441017665,0.186898012031705,0.149842918883716,6,13,1,0,5,11,5,11,0,0,1,1,6,13,1,0,5,10,5,11,0,0,1,0.909090909090909,4,11,125.449431888254,0.595600605309756,he,minimum,maximum,מינימום,מקסימום,מינימוםמקסימום
מקצוען,493.340874994688,509.292499991075,-0.409456178333574,-0.172798490078621,28.1974200680041,120.707500008924,0.171629173019717,0.560333912387919,20,4,0,0,16,2,16,2,0,0,1,1,20,4,0,0,14,2,16,2,0,0,0.875,1,16,2,15.9516249963871,0.236657688254952,he,amateur,professional,חובבן,מקצוען,חובבןמקצוען
מרהיב,558.603500013608,540.65265382586,-0.291472066573054,-0.325058542426841,49.2326223627136,30.5528201481389,0.171990757333969,0.123129508832025,21,28,1,1,16,26,16,26,0,0,1,1,21,28,1,1,10,24,16,26,0,0,0.625,0.923076923076923,16,26,-17.9508461877475,-0.0335864758537875,he,sensational,spectacular,סנסציוני,מרהיב,סנסציונימרהיב
מרוץ,480.259736839043,1045.88687500746,-0.636653644735479,1.67804060771591,27.1418879650899,317.956482064208,0.116908167290818,1.23672071667725,20,8,1,2,19,8,19,8,0,0,1,1,20,8,1,2,19,8,19,8,0,0,1,1,19,8,565.627138168419,2.31469425245139,he,marathon,race,מרתון,מרוץ,מרתוןמרוץ
מרפאה,488.987176430526,519.799100063776,-0.584981380480736,-0.5103965241336,32.5137645702938,32.8673455384502,0.118486885101866,0.225641492200695,18,10,0,1,17,10,17,10,0,0,1,1,18,10,0,1,16,10,17,10,0,0,0.941176470588235,1,17,10,30.8119236332499,0.0745848563471356,he,hospital,clinic,בית חולים,מרפאה,בית חוליםמרפאה
משאית,519.657869553822,462.282689666708,-0.419399539579564,-0.637071463031259,27.7414373945687,18.4630897943852,0.135118439732516,0.0638068925948473,24,33,1,2,23,29,23,31,0,1,1,0.935483870967742,24,33,1,2,22,25,23,31,0,1,0.956521739130435,0.806451612903226,23,29,-57.3751798871147,-0.217671923451695,he,jeep,truck,ג'יפ,משאית,ג'יפמשאית
משאלה,533.359636408198,601.25930766939,-0.188348818179395,-0.140755282779812,52.3641880541126,60.6555008211983,0.219782477427672,0.200082651686963,15,32,0,1,11,26,13,26,0,0,0.846153846153846,1,15,31,0,2,12,23,13,25,0,1,0.923076923076923,0.92,11,26,67.8996712611927,0.0475935353995835,he,desire,wish,תשוקה,משאלה,תשוקהמשאלה
משבר,467.226999982952,554.082842087353,-0.684995901598403,-0.186965911004761,33.7293179982629,28.1519653142924,0.156471967115622,0.148800295502277,9,21,0,0,7,19,7,19,0,0,1,1,9,21,0,0,7,19,7,19,0,0,1,1,7,19,86.8558421044002,0.498029990593642,he,situation,crisis,מצב,משבר,מצבמשבר
משדר,525.931368413426,564.044400000013,-0.36972630833352,0.076395674718827,28.9661705316164,42.8589411645359,0.146354285227537,0.319263571269496,21,11,1,2,19,10,19,10,0,0,1,1,21,11,1,2,18,9,19,10,0,0,0.947368421052632,0.9,19,10,38.1130315865871,0.446121983052347,he,sensor,transmitter,חיישן,משדר,חיישןמשדר
משהו,465.207363621464,462.121638895464,-0.660329979029691,-0.717615795239121,27.9501446830123,25.0504983327414,0.123432423860205,0.0897320971956534,11,42,0,2,11,36,11,38,0,0,1,0.947368421052632,11,42,0,2,11,38,11,38,0,0,1,1,11,36,-3.08572472599985,-0.0572858162094306,he,nothing,something,כלום,משהו,כלוםמשהו
משולש,397.177999991022,464.603235267466,-0.833395836904297,-0.64612697691447,45.6020187799097,25.6041506288903,0.121023063277504,0.136426641644793,4,18,1,0,4,17,4,18,0,0,1,0.944444444444444,4,18,1,0,4,16,4,18,0,0,1,0.888888888888889,4,17,67.425235276444,0.187268859989827,he,circle,triangle,מעגל,משולש,מעגלמשולש
משחק,488.033464255169,460.017222174367,-0.680088831718836,-0.664643019329301,36.0755018476285,27.1115769281228,0.104054595437532,0.0943811078024874,29,20,4,0,28,18,28,18,0,0,1,1,29,20,4,0,28,17,28,18,0,0,1,0.944444444444444,28,18,-28.0162420808023,0.0154458123895347,he,tournament,match,טורניר,משחק,טורנירמשחק
משחק.1,467.562222207491,517.527999980698,-0.55946526253619,-0.435261259820915,36.3179614162572,25.2030149085134,0.173235028638113,0.100556413410791,9,38,0,3,9,35,9,35,0,0,1,1,9,38,0,3,9,33,9,35,0,0,1,0.942857142857143,9,35,49.9657777732073,0.124204002715275,he,play,game,לשחק,משחק,לשחקמשחק
משטח,527.498222213693,510.613944445413,-0.417838914570839,-0.419040570345918,33.6005253042265,34.4035015602072,0.12100354369013,0.129252277863428,20,20,3,0,18,18,19,18,0,0,0.947368421052632,1,20,20,3,0,19,17,19,18,0,0,1,0.944444444444444,18,18,-16.8842777682794,-0.0012016557750788,he,layer,surface,שכבה,משטח,שכבהמשטח
משימה,547.449478198717,505.589461559085,-0.301490614907698,-0.590804761331748,49.829738208924,39.3554480055938,0.176677903250766,0.0983767366535563,25,15,0,0,23,13,24,13,0,0,0.958333333333333,1,24,15,1,0,23,13,23,13,1,0,1,1,23,13,-41.8600166396321,-0.28931414642405,he,task,mission,מטלה,משימה,מטלהמשימה
משפחה,473.039208294584,486.787749967029,-0.621058919408268,-0.538283936482755,24.6530038775533,33.1131838451861,0.111187140552381,0.106577122234851,27,19,0,0,24,16,25,16,0,0,0.96,1,27,19,0,0,25,16,25,16,0,0,1,1,24,16,13.7485416724456,0.082774982925513,he,clan,family,שבט,משפחה,שבטמשפחה
משפט,440.011413851263,537.016699982758,-0.763864900026891,-0.335650118247664,22.1076027724486,37.8850842128264,0.0971395282855293,0.124152427524818,30,10,0,2,29,10,29,10,0,0,1,1,30,10,0,2,29,10,29,10,0,0,1,1,29,10,97.0052861314947,0.428214781779227,he,word,sentence,מילה,משפט,מילהמשפט
משפט.1,560.770868426155,535.103500006586,-0.245343518295824,-0.38261431748421,36.3122237156589,23.8766897990215,0.142073733994937,0.0992140761513391,41,35,1,1,38,30,38,30,0,0,1,1,41,35,1,1,38,23,38,30,0,0,1,0.766666666666667,38,30,-25.6673684195697,-0.137270799188386,he,hearing,trial,שימוע,משפט,שימועמשפט
משקיע,485.413500003604,503.098869554896,-0.632607935495499,-0.489546639474009,80.554014564516,39.6592945825241,0.256531167597864,0.138227435348311,11,25,0,1,6,24,7,24,0,0,0.857142857142857,1,11,25,0,1,7,23,7,24,0,0,1,0.958333333333333,6,23,17.6853695512919,0.14306129602149,he,banker,investor,בנקאי,משקיע,בנקאימשקיע
משרד,432.731999988042,505.852222246008,-0.755966764392546,-0.3135870004051,31.0024587327095,51.5420962518136,0.152012199718597,0.286280356318819,5,10,0,0,4,9,4,9,0,0,1,1,5,9,0,1,4,7,4,8,0,1,1,0.875,4,9,73.1202222579659,0.442379763987446,he,desk,office,שולחן כתיבה,משרד,שולחן כתיבהמשרד
