target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,fa_cue,fa_target,fa_word_combo,unrelated_fa_cue
صبحانه,502.971285680184,649.194571441963,-0.716785575752479,-0.211726928652112,26.911725495154,170.014994007632,0.104669331847789,0.651942082806207,7,7,0,0,7,7,7,7,0,0,1,1,7,7,0,0,7,6,7,7,0,0,1,0.857142857142857,7,7,146.223285761779,0.505058647100367,fa,dinner,breakfast,شام,صبحانه,شامصبحانه,شرارت
صد,525.877272676873,544.750615332808,-0.530491412842074,-0.526159030127613,50.8646062299437,33.2301492662012,0.136668211813542,0.126827183031906,11,15,0,0,11,13,11,14,0,0,1,0.928571428571429,11,15,0,0,11,14,11,14,0,0,1,1,11,13,18.8733426559355,0.00433238271446179,fa,thousand,hundred,هزار,صد,هزارصد,کش رفتن
صدا,550.360000079632,555.21119997499,-0.564624845877544,-0.65992290786865,46.3333374830382,43.5964456137904,0.133244356800631,0.156832165318264,11,16,0,0,11,15,11,15,0,0,1,1,11,16,0,0,11,15,11,15,0,0,1,1,11,15,4.85119989535792,-0.095298061991106,fa,noise,sound,سر و صدا,صدا,سر و صداصدا,مسافر
صداقت,600.466999977495,593.604666664121,-0.563229723776147,-0.486084257910476,53.9620930126868,41.9127223555669,0.221687552422242,0.102018843796065,10,22,0,0,10,21,10,21,0,0,1,1,10,22,0,0,10,17,10,21,0,0,1,0.80952380952381,10,21,-6.86233331337439,0.0771454658656708,fa,loyalty,honesty,وفاداری,صداقت,وفاداریصداقت,یوگا
صفنانه,,939.521000071545,,1.57906227620262,,,,,,14,,1,,1,,14,,0,,0.0714285714285714,,14,,1,,13,,14,,0,,0.928571428571429,,1,,,fa,injustice,unfair,بی عدالتی,صفنانه,بی عدالتیصفنانه,سپر
صمیمی,640.368923062956,593.696500000243,-0.324440170758055,-0.496012216608414,67.5917288687421,62.0291719703114,0.210853688819827,0.145594459350174,13,6,1,0,13,6,13,6,0,0,1,1,13,6,1,0,13,5,13,6,0,0,1,0.833333333333333,13,6,-46.6724230627128,-0.171572045850359,fa,personal,intimate,شخصی,صمیمی,شخصیصمیمی,سنسور
صندلی,513.981928523863,528.708599993276,-0.894225058537683,-0.697245637008254,26.3821046350648,22.6134429539044,0.105390006078927,0.0745062535655185,15,21,2,3,14,20,14,20,1,1,1,1,15,21,2,3,13,20,14,20,1,1,0.928571428571429,1,14,20,14.7266714694139,0.196979421529429,fa,table,chair,میز,صندلی,میزصندلی,جامعه
صومعه,703.891384391875,744.451428796248,0.126436003380511,-0.0375491809195037,58.3189682803978,36.6912204774604,0.203115800424869,0.165354358209694,16,9,0,0,13,7,16,9,0,0,0.8125,0.777777777777778,16,9,0,0,15,8,16,9,0,0,0.9375,0.888888888888889,13,7,40.5600444043721,-0.163985184300015,fa,temple,monastery,معبد,صومعه,معبدصومعه,پاسخ
ضبط کردن,550.284000087428,663.729941184568,-0.543162641145681,-0.185354445150843,52.5609235941202,76.4660943276734,0.157276858242326,0.235516236932822,17,18,0,0,15,17,15,17,0,0,1,1,17,18,0,0,14,15,15,17,0,0,0.933333333333333,0.88235294117647,15,17,113.44594109714,0.357808195994839,fa,record,recording,ضبط,ضبط کردن,ضبطضبط کردن,مد روز
ضخیم,656.880833347222,748.891500040222,-0.29189371366117,0.264156111430658,69.4742773760891,124.52790083607,0.252599043475578,0.454531815220565,13,21,1,0,12,20,13,21,0,0,0.923076923076923,0.952380952380952,13,21,1,0,13,21,13,21,0,0,1,1,12,20,92.0106666930005,0.556049825091828,fa,thin,thick,نازک,ضخیم,نازکضخیم,بسکتبال
ضربه,628.845769195463,659.397999922556,-0.171143946295637,0.13980060811149,55.0327836529849,21.064999934475,0.288976628346452,0.487224442104835,13,2,0,0,13,2,13,2,0,0,1,1,13,2,0,0,10,2,13,2,0,0,0.769230769230769,1,13,2,30.5522307270928,0.310944554407126,fa,hit,strike,اصابت,ضربه,اصابتضربه,لیلی
ضعیف,602.225285700672,476.749555591969,-0.427541407567096,-0.564556844308247,107.198536047435,33.2291884961276,0.333320838153261,0.183969850235392,7,10,1,0,7,9,7,9,0,0,1,1,7,10,1,0,7,9,7,9,0,0,1,1,7,9,-125.475730108703,-0.137015436741152,fa,strong,weak,قوی,ضعیف,قویضعیف,هراساندن
طعمه,626.568761906432,674.537500103395,-0.240074559774246,-0.108934546157216,59.2797984301033,75.0604652251749,0.216487894017466,0.197824585831461,21,20,0,0,21,20,21,20,0,0,1,1,21,20,0,0,19,18,21,20,0,0,0.904761904761905,0.9,21,20,47.9687381969629,0.131140013617031,fa,trap,bait,تله,طعمه,تلهطعمه,فدرال
طناب,553.713266654154,559.443857118591,-0.510257286789963,-0.378995881637275,30.2055853322688,29.6561295632038,0.119270256098517,0.120095653799867,16,14,0,1,15,14,15,14,0,0,1,1,16,14,0,1,15,14,15,14,0,0,1,1,15,14,5.73059046443768,0.131261405152689,fa,chain,rope,زنجیر,طناب,زنجیرطناب,رنگ قهوه ای
طوفان,561.499411720132,444.786999984101,-0.540126987278616,-0.831801782990632,34.0916800156491,42.755956821011,0.147535394014294,0.152286621885954,17,3,0,0,17,3,17,3,0,0,1,1,17,3,0,0,17,3,17,3,0,0,1,1,17,3,-116.712411736031,-0.291674795712016,fa,wind,storm,باد,طوفان,بادطوفان,امتیاز
طول,508.175999933482,782.397749994059,-0.694830905639716,0.553804668528744,29.3733169787221,87.2644103479675,0.144647020034822,0.563647285034109,14,8,0,0,14,8,14,8,0,0,1,1,14,8,0,0,14,8,14,8,0,0,1,1,14,8,274.221750060578,1.24863557416846,fa,size,length,اندازه,طول,اندازهطول,امضا
ظالم,587.686777774453,561.846499931465,-0.319211943161908,-0.553825526749641,38.4687269345062,48.9120319373941,0.121396808787017,0.0944192576747934,18,8,1,0,18,6,18,6,0,0,1,1,18,8,1,0,18,6,18,6,0,0,1,1,18,6,-25.8402778429878,-0.234613583587733,fa,brutal,cruel,وحشی,ظالم,وحشیظالم,فن آوری
ظهر,502.147100006795,882.24500001201,-0.760128613280879,0.551768532388288,19.0929472841367,220.795255021955,0.0749541159416083,0.758648114722798,20,6,1,0,20,6,20,6,0,0,1,1,20,6,1,0,20,6,20,6,0,0,1,1,20,6,380.097900005215,1.31189714566917,fa,midnight,noon,نیمه شب,ظهر,نیمه شبظهر,جاسوس
عاجز,654.597000023108,659.017285664907,-0.0769986437676965,0.123862577749416,57.5237808788619,40.2965222060382,0.201307428842288,0.152140591224565,12,8,2,1,12,7,12,8,0,0,1,0.875,12,8,2,1,10,8,12,8,0,0,0.833333333333333,1,12,7,4.42028564179896,0.200861221517113,fa,inability,unable,ناتوانی,عاجز,ناتوانیعاجز,قرص
عاشق,528.951666617,528.576909109336,-0.477019249340862,-0.671917051769292,47.5639596296625,29.7199411276748,0.284931535665374,0.120164659055421,6,11,1,0,6,11,6,11,0,0,1,1,6,11,1,0,6,11,6,11,0,0,1,1,6,11,-0.374757507663503,-0.19489780242843,fa,mistress,lover,معشوقه,عاشق,معشوقهعاشق,هشدار
عالی,505.702875005947,578.572214241915,-0.580435505113209,-0.270848672565107,37.5458769385852,70.8613331757162,0.200141602245602,0.37988414598352,17,15,1,2,16,14,16,14,0,0,1,1,16,15,2,2,14,14,16,14,0,0,0.875,1,16,14,72.8693392359679,0.309586832548102,fa,excellent,great,ممتاز,عالی,ممتازعالی,فلسفه
عبارت,554.426615406468,582.243749979854,-0.635403218043227,-0.491075311574613,36.8975305433362,69.9583454451604,0.0691537600548099,0.174203469252246,13,8,0,0,13,8,13,8,0,0,1,1,13,8,0,0,13,8,13,8,0,0,1,1,13,8,27.8171345733862,0.144327906468614,fa,dictionary,phrase,فرهنگ لغت,عبارت,فرهنگ لغتعبارت,تغییر
عجیب,637.608555518466,619.513100000608,-0.325237897553532,-0.216325150045696,38.836605294783,56.4790138586505,0.192647987114127,0.251152432905988,10,10,1,2,9,10,9,10,0,2,1,1,10,11,1,1,9,8,9,11,0,1,1,0.727272727272727,9,10,-18.0954555178581,0.108912747507835,fa,unusual,strange,غیر معمول,عجیب,غیر معمولعجیب,الماس
عجیب و غریب,658.514000028866,653.233249999659,-0.133223690076445,0.0705225841006539,41.3054988326964,38.5264951528813,0.110272405060316,0.200448955646647,12,8,1,0,12,8,12,8,0,0,1,1,12,8,1,0,11,2,12,8,0,0,0.916666666666667,0.25,12,8,-5.28075002920707,0.203746274177099,fa,scary,creepy,ترسناک,عجیب و غریب,ترسناکعجیب و غریب,ضامن بمب
عدالت,546.603000017008,514.297599978669,-0.466259436036817,-0.698284442380091,75.617806620704,30.7206398013729,0.241332567656564,0.0896450073392573,8,10,1,0,7,10,7,10,0,0,1,1,8,10,1,0,7,10,7,10,0,0,1,1,7,10,-32.3054000383383,-0.232025006343274,fa,revenge,justice,انتقام,عدالت,انتقامعدالت,پتو
عرشه,662.090916670328,688.812090823469,0.0514213257794864,-0.310509133938973,38.3757087324754,49.8515363561779,0.169518114748299,0.130101526841252,12,11,0,1,12,11,12,11,0,0,1,1,12,11,0,1,9,11,12,11,0,0,0.75,1,12,11,26.7211741531412,-0.36193045971846,fa,cabin,deck,کابین,عرشه,کابینعرشه,فعال
عروس,503.945636370203,536.848400115632,-0.819816489309746,-0.646992791314014,35.8199456861184,36.657759908213,0.128986093629298,0.142580791759805,12,11,0,0,11,10,11,10,0,0,1,1,12,11,0,0,11,10,11,10,0,0,1,1,11,10,32.902763745429,0.172823697995732,fa,groom,bride,داماد,عروس,دامادعروس,جنوبی
عروسی,498.758333275036,436.017333306844,-0.79609670046636,-0.999515254516919,43.9991814826196,26.7769251744004,0.100684630854246,0.0747322157348592,9,9,1,0,9,9,9,9,0,0,1,1,9,9,1,0,9,8,9,9,0,0,1,0.888888888888889,9,9,-62.7409999681922,-0.20341855405056,fa,engagement,wedding,نامزدی,عروسی,نامزدیعروسی,نرم
عزم,663.075699994285,880.640142869071,-0.0476243152063999,0.610194849524082,64.9824599027613,181.25162389887,0.239829346284346,0.57250050315294,11,10,0,0,10,7,10,10,0,0,1,0.7,11,10,0,0,10,9,10,10,0,0,1,0.9,10,7,217.564442874786,0.657819164730482,fa,courage,determination,شجاعت,عزم,شجاعتعزم,زنجیر
عشق,507.569249992564,724.522749988071,-0.976236108359752,-0.712250898949004,55.3888752432153,236.224002383633,0.197518387091458,0.137401607144713,4,4,0,1,4,4,4,4,0,0,1,1,4,4,0,1,4,4,4,4,0,0,1,1,4,4,216.953499995507,0.263985209410749,fa,hate,love,نفرت,عشق,نفرتعشق,ماده
عصبانیت,597.118130420327,645.943857135714,-0.500152775910594,-0.232612757250086,47.2375638687014,52.4259495714919,0.194325942701827,0.129585598539596,24,21,1,1,23,21,23,21,0,0,1,1,24,21,1,1,23,21,23,21,0,0,1,1,23,21,48.825726715387,0.267540018660509,fa,anger,rage,خشم,عصبانیت,خشمعصبانیت,موز
عصر,560.259999979491,575.820777821998,-0.410284143465089,-0.474636870097266,60.4174802762717,30.1061834401512,0.319978095336661,0.092205936314703,13,10,1,1,10,9,11,9,1,0,0.909090909090909,1,13,10,1,1,11,8,11,9,1,0,1,0.888888888888889,10,9,15.5607778425072,-0.0643527266321763,fa,night,evening,شب,عصر,شبعصر,خامه
عطر,564.885545481223,600.549900036372,-0.493237511919164,-0.267543669406143,34.788321096536,100.594259293515,0.128671892617935,0.38209776128079,23,10,0,1,22,10,22,10,0,0,1,1,23,10,0,1,22,9,22,10,0,0,1,0.9,22,10,35.6643545551495,0.22569384251302,fa,lipstick,perfume,رژ لب,عطر,رژ لبعطر,کابوس
عفونت,558.631722210741,549.06243745828,-0.527902089836251,-0.34453662064274,19.1243381457578,30.6835453814508,0.0742032794099042,0.115643485107205,19,16,0,0,18,16,18,16,0,0,1,1,19,16,0,0,18,15,18,16,0,0,1,0.9375,18,16,-9.56928475246116,0.183365469193511,fa,virus,infection,ویروس,عفونت,ویروسعفونت,مدیر
عقب,517.033625011842,486.004499916807,-0.587208674214729,-0.669703148474201,84.6878729332966,46.5702311192604,0.367086537753827,0.171413796215622,9,6,0,1,8,6,8,6,0,0,1,1,9,6,0,1,8,6,8,6,0,0,1,1,8,6,-31.029125095035,-0.0824944742594724,fa,front,rear,جلو,عقب,جلوعقب,اماتور
علامت,627.577052660728,568.108071421992,-0.522866799908234,-0.341017438794116,58.3746675897189,42.1895558739325,0.103548405551401,0.196401738803978,19,15,0,0,19,15,19,15,0,0,1,1,19,15,0,0,19,15,19,15,0,0,1,1,19,14,-59.4689812387356,0.181849361114118,fa,frequency,signal,فرکانس,علامت,فرکانسعلامت,خودکشی کردن
علت,574.473190358144,775.636636361183,-0.480218594951628,0.228022189638424,43.5826869863564,119.946210172639,0.181743643664192,0.469930546822697,22,11,0,1,21,11,21,11,0,0,1,1,22,11,0,1,21,11,21,11,0,0,1,1,21,11,201.163446003039,0.708240784590052,fa,reason,cause,دلیل,علت,دلیلعلت,یتیم خانه
علم,636.186076911153,588.471149988407,-0.302583366643504,-0.369791546419,49.7588680319181,38.2771348470119,0.221222583537588,0.149418930198307,13,20,0,0,13,20,13,20,0,0,1,1,13,20,0,0,13,17,13,20,0,0,1,0.85,13,20,-47.7149269227458,-0.0672081797754956,fa,technology,science,فن آوری,علم,فن آوریعلم,قاپیدن
عمل جراحي,699.385900016777,843.407599971397,0.0282482958152082,0.655542593562615,70.2415242426373,171.352683660362,0.229597068343627,0.66059755843335,10,5,0,0,10,5,10,5,0,0,1,1,10,5,0,0,10,5,10,5,0,0,1,1,10,5,144.02169995462,0.627294297747407,fa,operate,surgery,عمل کردن,عمل جراحي,عمل کردنعمل جراحي,خانه
عملا,723.725749999357,776.113000003706,0.0850143440110541,0.36685039699831,44.4041203227068,162.770537765746,0.18116730003369,0.548559259849933,21,15,1,0,20,13,20,13,0,0,1,1,20,15,2,0,20,13,20,13,0,0,1,1,20,13,52.3872500043486,0.281836052987256,fa,literally,practically,به معنای واقعی کلمه,عملا,به معنای واقعی کلمهعملا,امروز
عمو زاده,636.404000003269,900.62966661311,-0.40203276563725,0.638207872892801,52.6472997830438,91.3068029726656,0.0986727900172964,0.322330297382378,12,12,1,0,11,12,11,12,0,0,1,1,12,12,1,0,11,9,11,12,0,0,1,0.75,11,12,264.225666609841,1.04024063853005,fa,relative,cousin,فامیل,عمو زاده,فامیلعمو زاده,تکامل
عنصر,621.206749999663,642.633555581437,-0.180982238158065,-0.31247199409621,81.0545757453006,42.0190154227323,0.246667754959737,0.188596494637945,8,13,1,1,8,9,8,10,0,0,1,0.9,8,13,1,1,8,9,8,10,0,0,1,0.9,8,9,21.4268055817749,-0.131489755938146,fa,factor,element,عامل,عنصر,عاملعنصر,میلیونر
عنوان,539.264500022639,500.775799929783,-0.632520910714265,-0.701304380156481,30.8889434435032,24.2311512728616,0.143541655180207,0.102285402227575,11,20,0,1,10,20,10,20,0,0,1,1,11,20,0,1,10,20,10,20,0,0,1,1,10,20,-38.4887000928558,-0.0687834694422162,fa,name,title,نام,عنوان,نامعنوان,کمک کردن
عکاس,534.984777662163,555.145222248587,-0.766303632291713,-0.549214615287496,41.5129404754219,51.81390616404,0.0946855997782469,0.142723974624497,19,11,3,0,18,9,18,10,2,0,1,0.9,19,11,3,0,17,7,18,10,2,0,0.944444444444444,0.7,18,9,20.1604445864244,0.217089017004217,fa,autograph,photographer,امضا,عکاس,امضاعکاس,ریتم
عکس,524.318750207235,649.699142849863,-0.616064716154143,-0.125231294517454,42.4882094260825,137.678621406335,0.141443917189861,0.469956429285761,12,7,0,0,12,7,12,7,0,0,1,1,12,7,0,0,12,7,12,7,0,0,1,1,12,7,125.380392642628,0.490833421636689,fa,picture,photo,تصویر,عکس,تصویرعکس,ماندن
غالبا,601.508352911004,958.625599988649,-0.321859639781726,0.994892373316892,59.235093227559,183.177154548058,0.188583992914278,0.682421421789686,20,12,0,1,17,10,17,12,0,0,1,0.833333333333333,20,12,0,1,17,11,17,12,0,0,1,0.916666666666667,17,10,357.117247077645,1.31675201309862,fa,sometimes,often,بعضی وقت ها,غالبا,بعضی وقت هاغالبا,عادلانه
غربی,464.900666643819,527.673411768452,-0.824057749563683,-0.705230681958241,19.1133926859118,29.7761018582125,0.0949673289638821,0.109618016139377,9,17,0,1,9,17,9,17,0,0,1,1,9,17,0,1,9,16,9,17,0,0,1,0.941176470588235,9,17,62.7727451246326,0.118827067605442,fa,southern,western,جنوبی,غربی,جنوبیغربی,مأمور
غرور,555.04572720505,547.154782529131,-0.640250523885945,-0.528427683367945,36.7831301298543,43.1374695096178,0.132582718232959,0.20026352704608,12,23,0,1,11,23,11,23,0,0,1,1,12,23,0,1,11,22,11,23,0,0,1,0.956521739130435,11,23,-7.89094467591917,0.111822840518,fa,ignorance,arrogance,غفلت,غرور,غفلتغرور,انگشتر
غلط,683.889000030203,798.445249989115,0.298562508623115,0.335274392121742,76.641625238121,150.371395654576,0.391509297884192,0.467792729717752,11,15,1,0,11,12,11,13,0,0,1,0.923076923076923,11,15,1,0,11,12,11,13,0,0,1,0.923076923076923,11,12,114.556249958913,0.0367118834986264,fa,fake,false,جعلی,غلط,جعلیغلط,دوشنبه
غم انگیز,597.993285711905,536.484600009839,-0.350252869781475,-0.661521667215654,106.04611095255,46.5097636186365,0.303277514298974,0.144076716061855,9,11,0,0,7,10,7,10,0,0,1,1,9,11,0,0,6,10,7,10,0,0,0.857142857142857,1,7,10,-61.5086857020655,-0.311268797434179,fa,sad,tragic,غمگین,غم انگیز,غمگینغم انگیز,زخم
غیبت,469.987000015904,624.164818189938,-1.01789863934997,-0.339923396224318,46.9095986871011,56.9102105736168,0.122823841656763,0.137808109206092,7,13,1,0,6,11,6,11,0,0,1,1,7,13,1,0,6,10,6,11,0,0,1,0.909090909090909,6,11,154.177818174034,0.677975243125647,fa,presence,absence,حضور,غیبت,حضورغیبت,اژدها
فارغ التحصیل,671.668058840578,598.344857160917,-0.136560481417536,-0.300026516076508,55.8959421019033,36.1587890417504,0.256763190332035,0.127958290854092,17,15,2,0,17,14,17,14,1,0,1,1,17,15,2,0,16,12,17,14,1,0,0.941176470588235,0.857142857142857,17,14,-73.3232016796617,-0.163466034658972,fa,diploma,graduate,دیپلم,فارغ التحصیل,دیپلمفارغ التحصیل,انبار مهمات
فاعل,659.708692285675,635.679526230334,0.0253708718456756,-0.288899478421179,91.3847064254335,45.1370881685348,0.361459271173591,0.157788327399862,15,19,0,0,13,19,13,19,0,0,1,1,15,19,0,0,12,19,13,19,0,0,0.923076923076923,1,13,19,-24.0291660553404,-0.314270350266854,fa,object,subject,مفعول,فاعل,مفعولفاعل,گرسنگی
فدیه,,1030.09199999698,,1.88771162898448,,83.871999997004,,0.700809529312995,,11,,0,,2,,11,,0,,0.181818181818182,,11,,0,,10,,11,,0,,0.909090909090909,,2,,,fa,kidnapper,ransom,آدم ربا,فدیه,آدم ربافدیه,مایل
فراری,667.541285593378,728.525928522884,-0.18565860946003,-0.0688059584396724,99.7139157884512,69.1391240671019,0.400607767443313,0.162154116839035,8,15,0,0,7,14,7,15,0,0,1,0.933333333333333,8,15,0,0,7,11,7,15,0,0,1,0.733333333333333,7,14,60.9846429295058,0.116852651020358,fa,refugee,fugitive,پناهنده,فراری,پناهندهفراری,باروت
فرانسوی,526.957545461175,596.822894708546,-0.802706725649879,-0.219179656483431,45.014228137348,28.610682111176,0.110592066711776,0.119874181132795,11,19,0,0,11,19,11,19,0,0,1,1,11,19,0,0,11,16,11,19,0,0,1,0.842105263157895,11,19,69.8653492473705,0.583527069166448,fa,english,french,انگلیسی,فرانسوی,انگلیسیفرانسوی,راست
فرد,554.468090925334,552.620299925772,-0.554760087519696,-0.632762198208363,69.5625912998329,34.9222295241598,0.284353215022081,0.0925964167997232,11,11,0,0,11,10,11,11,0,0,1,0.909090909090909,11,11,0,0,11,11,11,11,0,0,1,1,11,10,-1.84779099956233,-0.0780021106886669,fa,person,individual,شخص,فرد,شخصفرد,شمشیر
فرستنده,768.644875144402,731.635642823065,0.0863833460664822,-0.0949487990783306,116.308783480142,72.6580946513351,0.374013351484831,0.209641566423028,16,16,0,0,16,14,16,14,0,0,1,1,16,16,0,0,14,13,16,14,0,0,0.875,0.928571428571429,16,14,-37.0092323213377,-0.181332145144813,fa,sensor,transmitter,سنسور,فرستنده,سنسورفرستنده,غمگین
فرش,620.658500190629,607.41899989717,-0.219835406960378,-0.632844370584634,41.0247145326547,47.5643693302203,0.213037046567057,0.127430015009113,10,10,0,0,10,8,10,10,0,0,1,0.8,10,10,0,0,10,10,10,10,0,0,1,1,10,8,-13.2395002934587,-0.413008963624256,fa,floor,carpet,کف,فرش,کففرش,شنوایی
فرض,919.21524993147,648.305818189034,0.685556461025374,-0.122474778138421,282.578048815746,55.8033510674046,0.92254801886586,0.218035684549093,5,11,0,1,4,11,5,11,0,0,0.8,1,5,11,0,1,5,11,5,11,0,0,1,1,4,11,-270.909431742436,-0.808031239163794,fa,conclusion,assumption,نتیجه‌گیری,فرض,نتیجه‌گیریفرض,بالا
فرودگاه,582.115166703809,545.766200005356,-0.497285563757241,-0.551270331289622,43.1189202204876,65.7267598169136,0.175281390752412,0.330532933309614,13,5,0,0,12,5,12,5,0,0,1,1,13,5,0,0,12,5,12,5,0,0,1,1,12,5,-36.3489666984527,-0.0539847675323809,fa,terminal,airport,پایانه,فرودگاه,پایانهفرودگاه,شگفت انگیز
