target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ur_cue,ur_target,ur_word_combo
شیڈول,696.015368412306,844.381249992451,-0.453756665898494,-0.270943126581935,50.9154428526393,83.0603597862089,0.105135985146344,0.184454931052361,38,38,1,0,19,24,19,24,0,0,1,1,37,37,2,1,17,24,19,24,0,0,0.894736842105263,1,19,24,148.365881580145,0.182813539316559,ur,calendar,schedule,کیلنڈر,شیڈول,کیلنڈرشیڈول
صبح,636.228333040564,672.446857119985,-0.7676161950244,-0.807883073769785,68.4250557820347,75.6689295780684,0.130890454681105,0.232851975135157,31,26,0,1,15,14,15,14,0,0,1,1,30,25,1,2,14,14,14,14,1,0,1,1,15,14,36.2185240794216,-0.0402668787453858,ur,sunset,dawn,غروب آفتاب,صبح,غروب آفتابصبح
صبح.1,632.509166664007,585.998611080257,-0.707157418477039,-0.798255277487516,34.648343834862,38.9444905920142,0.118089096693713,0.0912460553164046,50,30,1,2,24,18,24,19,0,0,1,0.947368421052632,50,30,1,2,24,19,24,19,0,0,1,1,24,18,-46.5105555837509,-0.0910978590104771,ur,tomorrow,morning,کل,صبح,کلصبح
صحافی,775.520529456957,871.55515387115,-0.328676920100192,-0.28873716206655,96.3880038360483,127.906927602969,0.171027175587684,0.211292615050349,28,29,1,0,17,13,18,13,1,0,0.944444444444444,1,28,28,1,1,16,12,18,13,1,0,0.888888888888889,0.923076923076923,17,13,96.0346244141934,0.0399397580336417,ur,reporter,journalist,رپورٹر,صحافی,رپورٹرصحافی
صحت یاب ہونا,803.434807696948,916.353862076443,-0.265734371189643,-0.0242422677454525,47.6787777294349,54.392721787017,0.0945229092564034,0.0915702024832701,43,49,3,2,26,29,26,29,1,0,1,1,45,49,1,2,19,28,27,29,0,0,0.703703703703704,0.96551724137931,26,29,112.919054379495,0.24149210344419,ur,recover,heal,شفا پانا,صحت یاب ہونا,شفا پاناصحت یاب ہونا
صحیح,798.226999977392,686.841913072271,-0.286581191896838,-0.678656527985356,50.4388459417731,62.8708418524482,0.149576923517327,0.18852371790589,50,33,0,3,26,23,26,23,0,1,1,1,49,34,1,2,25,24,26,24,0,0,0.961538461538462,1,26,23,-111.385086905122,-0.392075336088518,ur,wrong,correct,غلط,صحیح,غلطصحیح
صدر,598.010999992497,723.206705920459,-0.895813418304441,-0.666578924025195,74.3799683024317,58.4106302164115,0.117468173367847,0.137852047696956,14,33,0,2,8,17,8,17,0,0,1,1,14,33,0,2,8,17,8,17,0,0,1,1,8,17,125.195705927963,0.229234494279247,ur,chancellor,president,وزیراعظم,صدر,وزیراعظمصدر
ضرب لگانا,893.446538369457,970.083874909437,-0.280925397302352,-0.0415769683288106,77.3123284724772,111.221947697862,0.146137275928502,0.150339005148428,26,36,0,0,13,16,13,18,0,0,1,0.888888888888889,26,36,0,0,12,17,13,18,0,0,0.923076923076923,0.944444444444444,13,16,76.6373365399794,0.239348428973542,ur,hit,strike,مارنا,ضرب لگانا,مارناضرب لگانا
ضرورت,655.23839980021,627.866666666641,-0.745531173713975,-0.789506031372036,54.630694880078,64.4504252153228,0.13008468664955,0.123428428419365,50,52,2,1,30,27,30,28,1,1,1,0.964285714285714,50,52,2,1,28,27,30,28,1,1,0.933333333333333,0.964285714285714,30,27,-27.3717331335691,-0.043974857658061,ur,necessary,need,ضروری,ضرورت,ضروریضرورت
ضلع,607.009870966857,672.615111094576,-0.75995548634076,-0.369720378398156,22.8310566983616,59.2430927996411,0.0958115835317863,0.199482723809826,46,33,1,0,31,18,31,19,0,0,1,0.947368421052632,45,33,2,0,28,19,31,19,0,0,0.903225806451613,1,31,18,65.6052401277191,0.390235107942605,ur,county,district,برطانوی ضلع,ضلع,برطانوی ضلعضلع
طاق,945.670600029842,921.063380866164,0.136627203756536,0.0431971469691195,99.0294785571053,73.8053555254597,0.253490428042811,0.188215719128218,50,56,0,2,20,21,26,27,0,0,0.769230769230769,0.777777777777778,50,55,0,3,18,26,26,26,0,1,0.692307692307692,1,20,21,-24.607219163678,-0.0934300567874168,ur,cabinet,closet,خانےدارالماری,طاق,خانےدارالماریطاق
طریقہ کار,762.84182351943,663.031363612652,-0.283016346197567,-0.69794768784955,67.95458956226,47.211690272333,0.167922295661085,0.106790046852416,21,23,0,0,17,11,17,11,0,0,1,1,21,23,0,0,16,11,17,11,0,0,0.941176470588235,1,17,11,-99.8104599067782,-0.414931341651984,ur,process,procedure,عمل,طریقہ کار,عملطریقہ کار
طنزیہ,820.079190581854,866.222999992224,-0.321491078517566,0.0277400695949689,67.0783623989513,74.4822330285587,0.157263423219485,0.204198179024183,50,44,0,1,21,23,23,23,0,0,0.91304347826087,1,50,43,0,2,20,18,23,23,0,0,0.869565217391304,0.782608695652174,21,23,46.1438094103701,0.349231148112535,ur,irony,ironic,طنز,طنزیہ,طنزطنزیہ
طوفان,662.380333331336,686.290249953323,-0.741733550748777,-0.636226822507247,103.205035128881,31.8943046279964,0.215242620943096,0.0881196212707521,12,45,0,0,9,28,9,28,0,0,1,1,12,43,0,2,8,20,9,28,0,0,0.888888888888889,0.714285714285714,9,28,23.9099166219869,0.105506728241531,ur,wind,storm,ہوا,طوفان,ہواطوفان
طویل,756.339187492186,681.348388868287,-0.522649278325129,-0.544214934572718,80.7260728063814,61.328905089196,0.20632381986908,0.112777496929404,52,36,4,1,32,18,32,18,0,0,1,1,52,35,4,2,31,17,32,17,0,1,0.96875,1,32,18,-74.9907986238991,-0.0215656562475885,ur,short,long,مختصر,طویل,مختصرطویل
طیش,678.420450005059,942.584839996676,-0.549764848739418,0.0392270275615355,47.5496238927719,66.4882984043786,0.100790775225003,0.130267792474936,36,47,1,1,20,25,22,28,0,1,0.909090909090909,0.892857142857143,35,45,2,3,22,25,22,27,0,2,1,0.925925925925926,20,25,264.164389991618,0.588991876300954,ur,anger,rage,غصہ,طیش,غصہطیش
ظالم,632.148882319285,648.442370361677,-0.777415234803861,-0.803165079105476,68.944820687825,31.0543037963517,0.118198770828929,0.0800213038233213,26,51,2,0,17,27,17,28,0,0,1,0.964285714285714,26,51,2,0,14,28,17,28,0,0,0.823529411764706,1,17,27,16.2934880423916,-0.0257498443016155,ur,brutal,cruel,بے رحم,ظالم,بے رحمظالم
ظلم,683.699476128095,564.114464215593,-0.85129452319026,-0.872351434564938,45.0284483955551,22.5050295484931,0.0763241121418656,0.0615227723578819,44,45,2,2,21,28,23,28,0,0,0.91304347826087,1,43,47,3,0,23,28,23,28,0,0,1,1,21,28,-119.585011912502,-0.0210569113746787,ur,evil,cruelty,برائی,ظلم,برائیظلم
عام طور پر,859.454615365975,785.228448168955,-0.175611197028277,-0.364418959849278,138.728511302177,48.825679949284,0.19962580116557,0.126674627997557,23,50,1,1,13,29,13,30,0,0,1,0.966666666666667,24,51,0,0,13,27,13,30,0,0,1,0.9,13,29,-74.2261671970206,-0.188807762821001,ur,normally,usually,حسب معمول,عام طور پر,حسب معمولعام طور پر
عام طور پر.1,644.40865212476,695.521549945773,-0.682463677478311,-0.488015540257519,50.6035183123155,32.0007445972904,0.126754028402461,0.0877508835661762,37,38,3,1,23,20,23,20,0,0,1,1,37,38,3,1,23,20,23,20,0,0,1,1,23,20,51.1128978210126,0.194448137220792,ur,naturally,generally,قدرتی طور پر,عام طور پر,قدرتی طور پرعام طور پر
عجائب گھر,782.097384619972,724.637888815683,-0.475990152174515,-0.31561121455493,72.5909976097764,46.5017779829988,0.123884572358122,0.156135173286466,53,37,3,0,26,18,26,18,1,0,1,1,54,37,2,0,25,18,27,18,0,0,0.925925925925926,1,26,18,-57.4594958042886,0.160378937619585,ur,library,museum,کتب خانہ,عجائب گھر,کتب خانہعجائب گھر
عجیب,674.318758576224,700.749850020921,-0.633579241585691,-0.582341621644144,50.7022834212095,59.464063402707,0.146805498564915,0.129237258543401,48,44,1,2,29,20,29,20,0,1,1,1,48,44,1,2,27,18,29,20,0,1,0.931034482758621,0.9,29,20,26.4310914446964,0.0512376199415466,ur,unusual,strange,انوکھا,عجیب,انوکھاعجیب
عدم موجودگی,875.776391304791,860.273687340027,-0.13812098112088,0.0770014814443531,56.0014904263696,69.7003535658691,0.117908536791841,0.13649178170625,42,30,2,0,23,16,23,16,0,0,1,1,42,30,2,0,22,10,23,16,0,0,0.956521739130435,0.625,23,16,-15.5027039647638,0.215122462565233,ur,presence,absence,موجودگی,عدم موجودگی,موجودگیعدم موجودگی
عذرداری,1611.56041666397,1063.55554545017,1.64176833224613,0.344124105477729,267.186957432992,191.813637031175,0.672025484875017,0.4486622477543,32,29,1,2,12,11,21,20,1,0,0.571428571428571,0.55,32,31,1,0,16,20,21,20,1,0,0.761904761904762,1,12,11,-548.004871213805,-1.2976442267684,ur,motive,alibi,محرک,عذرداری,محرکعذرداری
عرشہ,1093.92262495455,1070.48483329629,0.319911186697731,0.153674540462796,173.564789479445,114.605384842866,0.309863490406976,0.261229681097904,43,48,2,0,8,12,22,25,0,0,0.363636363636364,0.48,43,48,2,0,22,22,22,25,0,0,1,0.88,8,12,-23.4377916582571,-0.166236646234936,ur,cabin,deck,کمرہ,عرشہ,کمرہعرشہ
عزم,733.327708394969,820.741714311512,-0.302749190062653,-0.261385979137537,54.7843606809763,52.5624676282513,0.146205623527059,0.200081409029458,45,31,1,0,24,14,26,17,0,0,0.923076923076923,0.823529411764706,45,31,1,0,21,0,26,17,0,0,0.807692307692308,0,24,14,87.4140059165424,0.0413632109251163,ur,courage,determination,جرات,عزم,جراتعزم
عضو تناسل,1142.76663637946,1380.446857211,0.709539358429823,1.19793289903639,111.38561592926,278.106440063494,0.316806740374581,0.635818262792397,41,50,1,2,11,7,27,25,1,1,0.407407407407407,0.28,41,51,1,1,8,24,27,26,1,0,0.296296296296296,0.923076923076923,11,7,237.680220831533,0.488393540606565,ur,vagina,penis,اندام نہانی,عضو تناسل,اندام نہانیعضو تناسل
عضو کی ایستادگی,1281.82276926148,1944.91457145116,0.979744971118817,2.31995279847518,132.999158326734,255.559974031575,0.429199822096606,0.515294379679679,36,32,3,2,13,7,23,18,3,1,0.565217391304348,0.388888888888889,37,33,2,1,7,17,25,19,1,0,0.28,0.894736842105263,13,7,663.091802189682,1.34020782735636,ur,orgasm,erection,ہیجان شہوت,عضو کی ایستادگی,ہیجان شہوتعضو کی ایستادگی
عطیہ,749.971944469441,850.746181729112,-0.350207425210668,-0.20993355781799,52.7162246550082,54.2263193333813,0.139116515011522,0.124578141914704,28,50,1,0,18,22,19,26,0,0,0.947368421052632,0.846153846153846,28,50,1,0,18,25,19,26,0,0,0.947368421052632,0.961538461538462,18,22,100.774237259671,0.140273867392678,ur,charity,donation,خیرات,عطیہ,خیراتعطیہ
علاج,642.73992309165,588.816913086787,-0.783018891500646,-0.840674363502785,103.58021656247,35.0702180360836,0.257967713153266,0.0767126387215364,28,44,1,0,13,23,13,23,0,0,1,1,27,44,2,0,11,22,12,23,1,0,0.916666666666667,0.956521739130435,13,23,-53.9230100048626,-0.0576554720021396,ur,therapy,treatment,معالجہ,علاج,معالجہعلاج
علاقہ,643.33282348514,821.913045430621,-0.847273609278803,-0.332780641464336,45.7076063365361,94.3026471443124,0.112528618746639,0.149521144796511,42,33,2,0,17,22,17,22,0,0,1,1,42,33,2,0,16,20,17,22,0,0,0.941176470588235,0.909090909090909,17,22,178.580221945481,0.514492967814467,ur,area,zone,رقبہ,علاقہ,رقبہعلاقہ
علامت,514.92199997696,613.984149978842,-1.07588927238823,-0.756687134101479,14.9885911929545,34.229042335292,0.0514024252996291,0.0935856490149586,21,48,0,0,11,20,11,20,0,0,1,1,21,47,0,1,10,19,11,19,0,1,0.909090909090909,1,11,20,99.0621500018826,0.319202138286752,ur,flag,symbol,پرچم,علامت,پرچمعلامت
علم,533.716919986754,640.498055496635,-0.871055728716798,-0.618149280581973,20.1329350851497,37.4161081266661,0.0624915072501415,0.104642484471372,44,29,0,2,25,18,26,18,0,0,0.961538461538462,1,44,29,0,2,24,16,26,18,0,0,0.923076923076923,0.888888888888889,25,18,106.781135509881,0.252906448134826,ur,experience,knowledge,تجربہ,علم,تجربہعلم
عمارت,581.765399994876,648.681413768833,-0.714172961222581,-0.726391738976939,45.7119420265912,42.4697044622576,0.132184338528547,0.0925965942567169,30,50,3,1,15,29,15,30,0,0,1,0.966666666666667,32,50,1,1,14,29,15,30,0,0,0.933333333333333,0.966666666666667,15,29,66.9160137739572,-0.0122187777543574,ur,tower,building,مینار,عمارت,مینارعمارت
عمل,573.948963064579,553.481866598128,-0.856765474688453,-0.981057030980336,41.3566714880429,29.1662405809923,0.0720019979935262,0.0690598494453329,46,50,0,2,27,30,29,30,0,1,0.931034482758621,1,46,51,0,1,29,29,29,31,0,0,1,0.935483870967742,27,30,-20.4670964664501,-0.124291556291883,ur,gesture,act,اشارہ,عمل,اشارہعمل
عملی طور پر,807.8193333486,847.890851817609,-0.292298095938302,-0.302103652456385,90.2567220084356,70.2614572243521,0.160138971854422,0.0967498443899986,29,50,1,2,15,27,15,27,0,0,1,1,29,50,1,2,14,27,15,27,0,0,0.933333333333333,1,15,27,40.0715184690083,-0.00980555651808301,ur,literally,practically,حقیقی معنی میں,عملی طور پر,حقیقی معنی میںعملی طور پر
عنصر,738.099470583342,987.824791666715,-0.277104528641735,-0.0479324400872481,35.0233462247337,75.8084305391986,0.0825804377747891,0.137612821831965,31,49,1,0,17,25,19,32,0,0,0.894736842105263,0.78125,31,47,1,2,18,30,19,32,0,0,0.947368421052632,0.9375,17,24,249.725321083373,0.229172088554487,ur,factor,element,سبب,عنصر,سببعنصر
عورت,545.864928543343,590.604809453669,-0.961973382004912,-0.801084423372307,31.5171834283402,31.3110494700543,0.0868866280165489,0.111409063631714,23,48,3,0,14,21,14,21,0,0,1,1,23,45,3,3,11,18,14,21,0,0,0.785714285714286,0.857142857142857,14,21,44.7398809103261,0.160888958632605,ur,widow,woman,بیوہ,عورت,بیوہعورت
عورت.1,588.095285719321,608.227894728228,-0.867421600951488,-0.723309332086771,67.6626207306062,62.0737989300118,0.142694109667039,0.156700081019388,50,32,0,0,28,19,28,20,0,0,1,0.95,49,32,1,0,26,19,27,20,1,0,0.962962962962963,0.95,28,19,20.1326090089074,0.144112268864717,ur,male,female,مرد,عورت,مردعورت
عیسائی,717.386249998748,856.518956556982,-0.559270833670049,-0.339103654226306,43.6664295354592,67.2381017731073,0.0848764503591082,0.159756002176477,50,43,2,1,28,23,29,24,0,1,0.96551724137931,0.958333333333333,50,41,2,3,10,24,29,24,0,1,0.344827586206897,1,28,23,139.132706558235,0.220167179443743,ur,catholic,christian,کیتھولک,عیسائی,کیتھولکعیسائی
عین ممکن,1103.89494118345,858.987124867745,0.277481937550966,-0.0907274127924667,137.099270312441,56.279472955951,0.294550379624874,0.133432425416698,34,34,1,3,17,16,17,16,0,0,1,1,35,34,0,3,16,16,17,16,0,0,0.941176470588235,1,17,16,-244.907816315706,-0.368209350343432,ur,probability,likely,امکان,عین ممکن,امکانعین ممکن
غالبا,863.88995457941,782.640758617259,-0.0845621516897405,-0.406538183030058,100.063903456498,77.2414090833205,0.293443963273297,0.180852197860057,32,47,2,2,22,29,24,33,1,0,0.916666666666667,0.878787878787879,33,48,1,1,24,30,25,33,0,0,0.96,0.909090909090909,22,29,-81.2491959621514,-0.321976031340318,ur,maybe,probably,شاید,غالبا,شایدغالبا
غدار,656.240379286231,710.756352923482,-0.616261800624004,-0.404948826469451,40.4450198347706,47.0911265870387,0.110466666002371,0.131539140920533,51,30,0,0,29,17,31,17,0,0,0.935483870967742,1,51,30,0,0,30,17,31,17,0,0,0.967741935483871,1,29,17,54.5159736372507,0.211312974154553,ur,spy,traitor,جاسوس,غدار,جاسوسغدار
غلط,596.934468750192,531.185823558549,-0.78793528771149,-1.00584702082556,34.126143601849,22.8941219429316,0.0925569393101973,0.0798795803643863,52,34,4,0,32,18,32,19,0,0,1,0.947368421052632,52,32,4,2,31,17,32,18,0,1,0.96875,0.944444444444444,32,17,-65.7486451916427,-0.217911733114072,ur,fake,false,جعلی,غلط,جعلیغلط
غلیظ,755.164192275675,866.565130417866,-0.457024606403927,0.144489340274589,64.6705895606157,75.1697110996239,0.171470666173444,0.239558377542936,51,51,2,1,26,23,27,28,0,0,0.962962962962963,0.821428571428571,51,51,2,1,27,28,27,28,0,0,1,1,26,23,111.400938142191,0.601513946678516,ur,nasty,filthy,ناگوار,غلیظ,ناگوارغلیظ
غیر ذمہ دار,696.298882359466,819.81625000954,-0.534907220888467,-0.358070164368422,49.3061275403873,59.7317273748879,0.101544794950024,0.154715912943529,27,31,1,1,17,12,17,12,0,0,1,1,27,30,1,2,16,12,17,12,0,0,0.941176470588235,1,17,12,123.517367650074,0.176837056520045,ur,unreasonable,irresponsible,غیر معقول,غیر ذمہ دار,غیر معقولغیر ذمہ دار
غیر متوقع طور پر,1055.1416498827,1170.68088891512,0.0482433071070191,0.719438356840129,116.356554704951,126.742803755791,0.188346239220173,0.317183198557839,43,32,0,4,20,18,20,19,0,0,1,0.947368421052632,42,33,1,3,18,15,19,18,1,1,0.947368421052632,0.833333333333333,20,18,115.539239032415,0.67119504973311,ur,suddenly,unexpectedly,اچانک,غیر متوقع طور پر,اچانکغیر متوقع طور پر
فاتح,728.459551730687,666.189181829519,-0.404532132049545,-0.531654017043009,38.8763117722599,61.2225981768603,0.112325042055288,0.149358019360632,56,25,0,0,29,11,30,12,0,0,0.966666666666667,0.916666666666667,56,23,0,2,29,12,30,12,0,0,0.966666666666667,1,29,11,-62.2703699011672,-0.127121884993463,ur,loser,winner,ہارا ہوا,فاتح,ہارا ہوافاتح
فاعل,785.256714305709,992.106399997603,-0.446388463853357,0.296853311442961,77.903347922604,83.3078097967324,0.15517023166285,0.253187847914505,50,44,0,0,21,20,23,23,0,0,0.91304347826087,0.869565217391304,49,43,1,1,18,21,23,22,0,1,0.782608695652174,0.954545454545455,21,20,206.849685691894,0.743241775296318,ur,object,subject,مفعول,فاعل,مفعولفاعل
فراخ دل,848.129249977919,1027.51265215772,-0.200406798583771,0.164443627059436,61.9695989700106,102.724027184706,0.109885062093419,0.179311870052399,34,50,1,2,20,23,20,24,0,1,1,0.958333333333333,34,51,1,1,15,23,20,24,0,1,0.75,0.958333333333333,20,23,179.383402179798,0.364850425643207,ur,compassionate,generous,رحمدل,فراخ دل,رحمدلفراخ دل
فرارہونا,775.47466665068,845.566315867592,-0.484416264197716,-0.103632044941175,51.3947793352626,60.936576496484,0.0923246702279175,0.161380292091353,41,36,2,2,21,19,23,19,0,0,0.91304347826087,1,42,36,1,2,22,16,23,19,0,0,0.956521739130435,0.842105263157895,21,19,70.0916492169116,0.380784219256541,ur,flee,escape,بھاگ جانا,فرارہونا,بھاگ جانافرارہونا
فرانسیسی,859.048499993594,1199.65594736846,-0.123064693206977,0.425828627123072,75.7435656937094,155.381968545536,0.193239459298521,0.306343489283445,38,35,1,2,14,19,15,22,1,0,0.933333333333333,0.863636363636364,39,34,0,3,16,18,16,21,0,1,1,0.857142857142857,14,19,340.607447374862,0.548893320330049,ur,english,french,انگریزی,فرانسیسی,انگریزیفرانسیسی
فرد,733.349449985079,775.259931016727,-0.774598825447537,-0.475362670936463,106.24499507116,64.8893276677917,0.177419961964993,0.116006806058225,38,50,0,1,20,29,20,34,0,0,1,0.852941176470588,38,50,0,1,19,29,20,34,0,0,0.95,0.852941176470588,20,29,41.9104810316489,0.299236154511074,ur,person,individual,شخص,فرد,شخصفرد
فرض,705.157965511336,604.400130448214,-0.5720964213278,-0.777712355650866,73.9922155874041,29.2476463022024,0.185220568862832,0.0733386470200587,50,38,1,1,29,23,30,23,0,0,0.966666666666667,1,49,38,2,1,30,22,30,23,0,0,1,0.956521739130435,29,23,-100.757835063122,-0.205615934323066,ur,responsibility,duty,ذمہ داری,فرض,ذمہ داریفرض
