target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ja_cue,ja_target,ja_word_combo,unrelated_ja_cue
ロープ,742.365155554325,689.051797103229,-0.00648736187157358,-0.263224574915376,28.3570683651548,25.6005831641572,0.0987168785657049,0.119467121088973,111,80,2,2,90,69,93,72,0,0,0.967741935483871,0.958333333333333,111,80,2,2,85,67,93,72,0,0,0.913978494623656,0.930555555555556,90,69,-53.3133584510957,-0.256737213043802,ja,chain,rope,鎖,ロープ,鎖ロープ,サイン
ローマ,586.15406250671,623.571870373262,-0.681083791983787,-0.61568723973217,18.1404548330981,27.6598701387257,0.075304155509463,0.0737602038549938,76,59,2,7,64,54,64,55,0,4,1,0.981818181818182,75,59,3,7,61,54,64,55,0,4,0.953125,0.981818181818182,64,54,37.4178078665519,0.0653965522516162,ja,caesar,rome,帝王,ローマ,帝王ローマ,頑固な
ローン,599.184810813301,618.836138889103,-0.628861423334907,-0.564414304148051,18.484191662807,18.5447351726184,0.0646632673367936,0.0692029252838405,85,77,2,4,74,72,75,72,1,1,0.986666666666667,1,85,77,2,4,75,68,75,72,1,1,1,0.944444444444444,74,72,19.6513280758022,0.064447119186856,ja,credit,loan,クレジット,ローン,クレジットローン,南
ワイヤー,650.579484855352,706.12016665999,-0.472163239147115,-0.193599112244496,21.9696331876302,34.4200504114006,0.0819175932345171,0.101988900494076,79,75,3,0,67,66,67,69,1,0,1,0.956521739130435,79,75,3,0,67,67,67,69,1,0,1,0.971014492753623,66,66,55.5406818046376,0.278564126902619,ja,cable,wire,ケーブル,ワイヤー,ケーブルワイヤー,明日
ワクチン,700.529560978831,614.878193001972,-0.272414743029162,-0.57213343565654,26.3818865042077,20.1233731872563,0.0821336029429852,0.0531202734663493,107,65,5,9,82,58,83,58,1,1,0.987951807228916,1,107,64,5,10,77,56,83,57,1,2,0.927710843373494,0.982456140350877,82,57,-85.6513679768592,-0.299718692627379,ja,antidote,vaccine,解毒剤,ワクチン,解毒剤ワクチン,番号
ワトソン,703.483694937647,912.582280702508,-0.214088582240001,0.670749944412005,28.0490541292187,61.9278397483109,0.119711695137484,0.264129136169954,68,85,4,6,59,58,61,77,0,1,0.967213114754098,0.753246753246753,68,85,4,6,60,73,61,77,0,1,0.983606557377049,0.948051948051948,59,57,209.098585764861,0.884838526652006,ja,sherlock,watson,シャーロック,ワトソン,シャーロックワトソン,ナイーブ
ワーカー,874.151477618711,819.828584403854,0.32157354997396,0.332787121593886,37.908917261718,30.7778734279971,0.103656636901967,0.118614832597573,82,98,2,5,68,77,71,81,0,0,0.957746478873239,0.950617283950617,82,98,2,5,69,79,71,81,0,0,0.971830985915493,0.975308641975309,67,77,-54.3228932148568,0.0112135716199258,ja,farmer,worker,農家,ワーカー,農家ワーカー,除去する
ヴィジョン,1064.07711864619,1100.24759374187,1.16458853298152,1.14812054725224,59.4307083387607,59.223381091541,0.193025716751273,0.186037234251925,98,86,7,2,59,64,80,74,1,2,0.7375,0.864864864864865,99,88,6,0,69,67,80,76,1,0,0.8625,0.881578947368421,59,64,36.1704750956826,-0.0164679857292791,ja,revelation,vision,啓示,ヴィジョン,啓示ヴィジョン,ロデオ
一口,695.234162153114,834.613151516815,-0.0972777710766157,0.343977427559801,19.7460574752611,24.7579623519439,0.0847011909185331,0.102010668624931,93,79,3,2,74,66,77,71,0,0,0.961038961038961,0.929577464788732,93,80,3,1,72,53,77,71,0,0,0.935064935064935,0.746478873239437,74,66,139.378989363701,0.441255198636417,ja,drop,sip,一滴,一口,一滴一口,浅はか
一般的,634.855872729191,685.372187488444,-0.497798889505868,-0.313240730870666,22.7297806605913,17.811781505278,0.0689939281964123,0.0537652814890841,67,96,4,1,55,81,57,83,0,0,0.964912280701754,0.975903614457831,68,96,3,1,55,83,57,83,0,0,0.964912280701754,1,55,80,50.5163147592533,0.184558158635203,ja,naturally,generally,当然,一般的,当然一般的,スタジアム
七月,550.539923076744,633.349573766961,-0.730485379724044,-0.554352678769722,20.737145640288,20.3390435921396,0.0703800968325564,0.0629559146839873,77,68,5,3,66,62,66,63,0,1,1,0.984126984126984,77,68,5,3,62,60,66,63,0,1,0.93939393939394,0.952380952380952,65,61,82.8096506902172,0.176132700954323,ja,june,july,六月,七月,六月七月,布
七面鳥,730.946953157041,781.151479985635,-0.138442140930651,0.256418278035366,24.4460081356818,32.6454770538426,0.0675281186548498,0.125471717952582,72,94,5,1,64,76,65,77,0,0,0.984615384615385,0.987012987012987,72,94,5,1,63,72,65,77,0,0,0.969230769230769,0.935064935064935,64,75,50.2045268285941,0.394860418966017,ja,chicken,turkey,チキン,七面鳥,チキン七面鳥,液体
三,660.474241365267,693.17548333322,-0.368529454835935,-0.198257968587499,39.876292450135,21.6036712801019,0.131318403542175,0.0815489067308616,72,85,6,1,58,60,64,70,1,0,0.90625,0.857142857142857,70,85,8,1,52,70,62,70,3,0,0.838709677419355,1,58,60,32.7012419679525,0.170271486248437,ja,one,three,一,三,一三,典型的
三角形,681.734905421412,701.221433345012,-0.348088080003848,-0.249054898150643,22.39833808203,31.2440290631481,0.0638484001636582,0.0861959512928013,92,74,1,4,74,60,75,61,1,0,0.986666666666667,0.983606557377049,91,74,2,4,73,59,75,61,1,0,0.973333333333333,0.967213114754098,74,60,19.4865279235996,0.0990331818532058,ja,circle,triangle,円,三角形,円三角形,ファーム
上,531.712271428926,675.675757159052,-0.842043599902545,-0.442839148942512,13.5420454167513,29.7051791848309,0.0491548202356697,0.057544084127387,81,80,3,1,71,70,71,73,1,0,1,0.958904109589041,82,80,2,1,66,72,72,73,0,0,0.916666666666667,0.986301369863014,70,70,143.963485730126,0.399204450960033,ja,down,up,下,上,下上,アクティブ
上院,653.926964286934,836.475566655906,-0.458373760838723,0.340897121370733,23.283198920418,51.0828595493902,0.0860783645814118,0.161678880050506,67,88,7,4,57,60,58,72,1,1,0.982758620689655,0.833333333333333,67,89,7,3,58,71,58,72,1,1,1,0.986111111111111,56,60,182.548602368973,0.799270882209456,ja,parliament,senate,議会,上院,議会上院,旅行
上院議員,884.650581089378,806.47603333122,0.613092788685435,0.354959587060104,42.9632693332629,35.7132924726971,0.186830649302324,0.185468978059455,94,76,3,1,74,61,79,63,0,0,0.936708860759494,0.968253968253968,94,75,3,2,77,60,79,62,0,1,0.974683544303797,0.967741935483871,74,60,-78.1745477581582,-0.258133201625331,ja,governor,senator,知事,上院議員,知事上院議員,意見
不公平な,728.963928569871,779.319436449434,-0.173908048944094,-0.0450539892760766,22.2170654282178,26.8504181182582,0.0590324710948315,0.0780093621528053,74,84,2,3,70,71,71,71,0,0,0.985915492957746,1,73,84,3,3,68,69,71,71,0,0,0.957746478873239,0.971830985915493,70,71,50.3555078795634,0.128854059668018,ja,injustice,unfair,不正,不公平な,不正不公平な,盾
不可能,626.85705455466,665.812824572754,-0.544655392593927,-0.42388711184312,24.2701579552485,28.7041203188443,0.0642197158173994,0.0775494516499896,59,63,0,3,55,57,55,58,0,1,1,0.982758620689655,59,64,0,2,54,53,55,58,0,1,0.981818181818182,0.913793103448276,55,57,38.9557700180933,0.120768280750807,ja,inability,unable,不可,不可能,不可不可能,乾いた
不合理な,685.587933318842,812.303615418873,-0.282567538550199,0.173594429261438,18.5992314484029,29.4000963052911,0.0536445605551775,0.100594675924504,68,92,0,2,60,79,61,83,0,0,0.983606557377049,0.951807228915663,67,91,1,3,58,78,61,82,0,1,0.950819672131147,0.951219512195122,60,78,126.715682100031,0.456161967811638,ja,ridiculous,absurd,ばかげている,不合理な,ばかげている不合理な,データ
不幸,668.450833334213,657.51650000595,-0.367308843716905,-0.432205277845333,26.3409416880132,21.2418210107243,0.0797083518785215,0.0596655786458985,80,80,1,0,72,70,73,71,0,0,0.986301369863014,0.985915492957746,80,80,1,0,73,69,73,71,0,0,1,0.971830985915493,72,70,-10.9343333282637,-0.0648964341284283,ja,unfortunate,misfortune,不幸な,不幸,不幸な不幸,賢明な
不快な,589.414017535502,693.82039655426,-0.558042353800559,-0.238777947223558,14.542625783211,37.8644730138884,0.0493114724780775,0.12663238905613,70,72,3,3,57,58,58,59,1,0,0.982758620689655,0.983050847457627,71,71,2,4,57,57,58,59,1,0,0.982758620689655,0.966101694915254,57,58,104.406379018758,0.319264406577,ja,uncomfortable,unpleasant,気持ちの悪い,不快な,気持ちの悪い不快な,到着する
不思議,623.439368423234,635.030263167791,-0.516365724277622,-0.49394004877103,20.3402246938566,20.0229936955628,0.0526109046887328,0.0627768102991995,71,93,4,1,57,76,57,77,0,0,1,0.987012987012987,71,93,4,1,57,73,57,77,0,0,1,0.948051948051948,57,76,11.5908947445571,0.0224256755065915,ja,secret,mystery,秘密,不思議,秘密不思議,破裂する
不意に,680.538308635926,636.982567558906,-0.374900271238371,-0.339176755993539,34.8342148358858,13.4670512285544,0.0857088749097756,0.0506169545494763,98,84,3,7,81,75,81,75,0,1,1,1,97,85,4,6,79,76,81,76,0,0,0.975308641975309,1,81,74,-43.5557410770201,0.0357235152448315,ja,suddenly,unexpectedly,突然に,不意に,突然に不意に,ファイル
不潔な,647.036496775871,836.736710153825,-0.478298518367894,0.371866114087158,20.6022045952893,47.6666999264349,0.0674196511703091,0.163136660146633,72,76,5,2,60,70,60,71,3,0,1,0.985915492957746,72,75,5,3,58,49,60,70,3,1,0.966666666666667,0.7,59,69,189.700213377954,0.850164632455052,ja,nasty,filthy,不快な,不潔な,不快な不潔な,スターテス
与える,631.893525415805,660.821366486382,-0.436772840329755,-0.433634214727463,21.678851972082,20.9018341134102,0.0704800215724654,0.0628737400542549,67,103,2,2,59,84,61,85,0,0,0.967213114754098,0.988235294117647,66,103,3,2,60,84,60,85,1,0,1,0.988235294117647,59,83,28.9278410705772,0.00313862560229167,ja,offer,give,提案する,与える,提案する与える,クリーム
世界,577.848169499141,576.91066129834,-0.768224423432783,-0.778551786687776,24.9794983928438,21.943281136346,0.0708194718102172,0.0562624623983583,65,73,1,4,59,62,61,63,0,0,0.967213114754098,0.984126984126984,64,74,2,3,59,63,61,63,0,0,0.967213114754098,1,59,62,-0.937508200800494,-0.0103273632549933,ja,international,world,インターナショナル,世界,インターナショナル世界,環境
中尉,702.886344853603,865.538625000354,-0.225697711161833,0.473409555923946,19.2528712333114,42.1633082834519,0.0860165115931256,0.157267598273476,135,72,3,3,116,56,120,64,1,1,0.966666666666667,0.875,132,73,6,2,114,57,117,65,4,0,0.974358974358974,0.876923076923077,116,56,162.652280146751,0.699107267085779,ja,sergeant,lieutenant,軍曹,中尉,軍曹中尉,アスピリン
主要な,669.567195400786,689.17293441405,-0.238223712137902,-0.139693011653192,20.4245798479462,35.6285577986642,0.0718904984930435,0.142881620091733,100,80,4,2,88,61,90,63,1,0,0.977777777777778,0.968253968253968,100,77,4,5,87,60,90,61,1,2,0.966666666666667,0.983606557377049,87,61,19.6057390132636,0.09853070048471,ja,secondary,primary,二次,主要な,二次主要な,鎖
主題,704.004690481934,677.424159408888,-0.267992479881478,-0.179432093001157,22.966743768803,23.4303770670413,0.0777286161828766,0.0977538063996635,92,86,1,7,84,69,84,69,0,1,1,1,92,87,1,6,84,64,84,69,0,1,1,0.927536231884058,84,69,-26.5805310730458,0.0885603868803205,ja,object,subject,物体,主題,物体主題,得る
乗る,579.856271428806,560.111765659581,-0.690127687045942,-0.767406964364038,15.151387797834,19.7965802505009,0.0593453328172103,0.0871652695619209,79,70,3,1,71,64,71,65,0,0,1,0.984615384615385,79,69,3,2,71,63,71,64,0,1,1,0.984375,70,64,-19.7445057692249,-0.0772792773180964,ja,drive,ride,運転する,乗る,運転する乗る,見事な
乗用車,600.102258825856,673.004378378043,-0.581249836197067,-0.370341532708869,15.4185123825936,19.1939883138268,0.061111815704715,0.0652839464318176,95,88,3,1,85,74,85,74,1,0,1,1,95,88,3,1,85,70,85,74,1,0,1,0.945945945945946,85,74,72.9021195521867,0.210908303488198,ja,vehicle,car,乗り物,乗用車,乗り物乗用車,量
乱す,605.796612890665,793.210852927882,-0.522269465515997,0.281329975106678,17.6893970565346,32.7938240980173,0.0577200745244033,0.120857147335005,67,88,7,5,62,68,63,70,0,0,0.984126984126984,0.971428571428571,69,88,5,5,52,67,63,70,0,0,0.825396825396825,0.957142857142857,62,68,187.414240037217,0.803599440622675,ja,interrupt,disturb,遮る,乱す,遮る乱す,ハリケーン
予想する,630.813771916814,607.338907408304,-0.408835788222846,-0.676919952847836,21.8987639104462,17.134801194207,0.097518227099771,0.0394586420221802,66,61,2,7,57,54,57,55,1,4,1,0.981818181818182,66,62,2,6,56,55,57,56,1,3,0.982456140350877,0.982142857142857,57,54,-23.4748645085098,-0.26808416462499,ja,wait,expect,待つ,予想する,待つ予想する,範囲
事件,599.090492760987,650.999742854133,-0.688082466828896,-0.395912043902321,36.161467720899,31.7179883522422,0.120799865529463,0.096660084014428,76,79,5,3,70,71,72,72,1,1,0.972222222222222,0.986111111111111,75,79,6,3,70,72,70,72,3,1,1,1,69,70,51.9092500931469,0.292170422926575,ja,incident,accident,出来事,事件,出来事事件,目撃者
交戦,640.822380946139,844.521102236844,-0.397222778841292,0.29923953823221,27.0990612819104,23.6888528615263,0.0988516567211805,0.0889246713895174,82,129,2,4,63,103,64,111,0,1,0.984375,0.927927927927928,82,131,2,2,61,110,64,112,0,0,0.953125,0.982142857142857,63,101,203.698721290705,0.696462317073502,ja,war,battle,戦争,交戦,戦争交戦,シャーロック
人々,583.129287866451,585.687849984178,-0.714603507723149,-0.551463004294041,23.0693262400341,19.9990833464941,0.0746431232479062,0.0837022709783549,74,75,0,1,66,61,66,61,0,0,1,1,74,75,0,1,66,61,66,61,0,0,1,1,66,60,2.55856211772686,0.163140503429108,ja,population,people,人口,人々,人口人々,ランプ
人工的な,650.311467742319,745.45205172624,-0.420876337316343,0.0389067870857727,16.5092602235332,46.9347443130131,0.0646023345486749,0.185123699194715,74,63,1,0,62,58,64,58,0,0,0.96875,1,73,63,2,0,61,58,64,58,0,0,0.953125,1,62,58,95.1405839839209,0.459783124402116,ja,natural,artificial,自然の,人工的な,自然の人工的な,秘書
人工衛星,660.818174607819,755.056032258995,-0.285642602682707,0.0481860789441185,20.4821145940405,36.3603493352968,0.0575058536420107,0.149906685331039,70,106,3,6,63,93,64,96,0,3,0.984375,0.96875,70,107,3,5,61,91,64,96,0,3,0.953125,0.947916666666667,63,93,94.2378576511759,0.333828681626826,ja,radar,satellite,レーダー,人工衛星,レーダー人工衛星,一族
人殺し,630.223833328041,669.900694906327,-0.46144205264526,-0.284812293932602,18.6237070391537,22.9398083563716,0.0622897628646321,0.08486807832313,90,69,2,2,84,59,85,62,0,1,0.988235294117647,0.951612903225806,90,69,2,2,85,60,85,62,0,1,1,0.967741935483871,84,59,39.6768615782858,0.176629758712658,ja,killer,murderer,殺人者,人殺し,殺人者人殺し,スプーン
人間,587.387724126478,578.025683355821,-0.61583745692734,-0.701059761099061,29.0335685354196,13.3916948499683,0.128420528312061,0.040115692899457,64,73,2,4,58,61,58,62,1,0,1,0.983870967741935,63,73,3,4,57,53,58,62,1,0,0.982758620689655,0.854838709677419,58,60,-9.36204077065702,-0.0852223041717215,ja,man,human,男,人間,男人間,棺
仕事,559.297766661717,556.77381251115,-0.759438193365296,-0.814082489052165,26.269993633976,19.469609293767,0.0703006879923384,0.0448092033311735,68,87,2,1,61,80,61,80,0,0,1,1,68,86,2,2,59,79,61,79,0,1,0.967213114754098,1,60,80,-2.52395415056628,-0.0546442956868683,ja,job,work,業務,仕事,業務仕事,支援
代わりの,807.599190475239,853.173034484799,0.31946104464288,0.379670421149826,32.2399176091241,54.1362542138555,0.106163787779324,0.150621414859057,110,65,3,0,84,58,94,60,2,0,0.893617021276596,0.966666666666667,111,64,2,1,90,55,95,59,1,1,0.947368421052632,0.932203389830508,84,58,45.5738440095604,0.0602093765069452,ja,replace,substitute,交換する,代わりの,交換する代わりの,法廷
仮説,652.605796617663,647.613790304997,-0.464837239122025,-0.454196092497516,23.6266059085808,31.2384923611694,0.0603324189227273,0.0850992761968859,71,71,5,3,59,62,60,64,1,2,0.983333333333333,0.96875,72,72,4,2,61,61,61,65,0,1,1,0.938461538461538,59,62,-4.99200631266604,0.0106411466245084,ja,conclusion,assumption,結論,仮説,結論仮説,競売
仮説,652.605796617663,647.613790304997,-0.464837239122025,-0.454196092497516,23.6266059085808,31.2384923611694,0.0603324189227273,0.0850992761968859,71,71,5,3,59,62,60,64,1,2,0.983333333333333,0.96875,72,72,4,2,61,61,61,65,0,1,1,0.938461538461538,59,62,-4.99200631266604,0.0106411466245084,ja,conclusion,assumption,結論,仮説,結論仮説,難民
仮説.1,679.830364856127,661.734766662025,-0.362144854778889,-0.298830265337203,24.8925717520409,25.0321716579525,0.0607765709830806,0.103426885719915,89,68,3,1,74,61,74,61,0,0,1,1,89,68,3,1,74,61,74,61,0,0,1,1,74,60,-18.0955981941022,0.0633145894416862,ja,idea,theory,考え,仮説,考え仮説,競売
仮説.1,679.830364856127,661.734766662025,-0.362144854778889,-0.298830265337203,24.8925717520409,25.0321716579525,0.0607765709830806,0.103426885719915,89,68,3,1,74,61,74,61,0,0,1,1,89,68,3,1,74,61,74,61,0,0,1,1,74,60,-18.0955981941022,0.0633145894416862,ja,idea,theory,考え,仮説,考え仮説,難民
仲間の,648.115227272369,679.239893936176,-0.402229613078476,-0.367765587121046,41.1943060653067,35.1325336112609,0.151332831960921,0.0992314292844396,74,75,1,1,66,67,66,67,0,0,1,1,74,75,1,1,66,57,66,67,0,0,1,0.850746268656716,66,66,31.1246666638062,0.0344640259574306,ja,dude,bro,お前,仲間の,お前仲間の,混沌
企画,586.97843588947,597.227728566647,-0.600873429248997,-0.58239676167625,12.468189208284,13.5465646008658,0.0380919545565786,0.0415911272848572,92,81,7,4,78,72,78,73,0,3,1,0.986301369863014,91,82,8,3,75,71,78,74,0,2,0.961538461538462,0.959459459459459,78,70,10.2492926771768,0.0184766675727469,ja,preparation,planning,準備,企画,準備企画,髪
休日,652.144875013124,616.44865080152,-0.45607412086411,-0.47002893663416,22.1005830167245,23.8057985446166,0.0616556255134643,0.0698785660151766,88,78,4,0,80,63,81,63,2,0,0.987654320987654,1,88,78,4,0,80,59,81,63,2,0,0.987654320987654,0.936507936507937,80,63,-35.6962242116037,-0.0139548157700504,ja,christmas,holiday,クリスマス,休日,クリスマス休日,海賊
会う,589.78907463245,604.23713114508,-0.667693283442273,-0.621225508467596,17.477778187043,24.0323047753721,0.0461317379520987,0.0570442751549593,81,68,2,3,67,61,67,63,0,1,1,0.968253968253968,81,68,2,3,67,62,67,63,0,1,1,0.984126984126984,67,61,14.4480565126299,0.0464677749746775,ja,see,meet,見る,会う,見る会う,棒
